"","t","S","E","I","R","city","county"
"66",6.49999999999999,996.836989900384,1.74840554364012,1.08564360508882,0.328960950887343,1,"A"
"67",6.59999999999999,996.764931377592,1.78549595555906,1.10975527991073,0.339817386938231,1,"A"
"68",6.69999999999999,996.689852299584,1.82486511445613,1.13436764622281,0.350914939737339,1,"A"
"69",6.79999999999999,996.611652744999,1.86656736675244,1.1595212720497,0.362258616199567,1,"A"
"70",6.89999999999999,996.532094456888,1.90879430752785,1.18525740666425,0.373853828920064,1,"A"
"71",6.99999999999999,996.451004535489,1.95170834277609,1.21158071874817,0.385706402986706,1,"A"
"72",7.09999999999999,996.368102479752,1.99557623165785,1.23849907841621,0.397822210174188,1,"A"
"73",7.19999999999999,996.283451795754,2.04031539102258,1.2660256122652,0.41020720095835,1,"A"
"74",7.29999999999999,996.196900846781,2.08606003217557,1.294171663963,0.422867457081002,1,"A"
"75",7.39999999999999,996.107528219711,2.13371145860204,1.32295114796688,0.435809173720632,1,"A"
"76",7.49999999999999,996.015493996299,2.18307145284226,1.35239586565926,0.449038685200301,1,"A"
"77",7.59999999999999,995.920502457665,2.23440156241924,1.38253333605951,0.462562643856893,1,"A"
"78",7.69999999999999,995.822907462562,2.28730852627375,1.4133960339473,0.476387977217488,1,"A"
"79",7.79999999999999,995.723486308896,2.34098350941447,1.4450082441333,0.490521937556961,1,"A"
"80",7.89999999999999,995.622836770163,2.39481337795927,1.47737783188026,0.504972019998294,1,"A"
"81",7.99999999999999,995.521961719425,2.44779216113763,1.51050032112064,0.519745798317097,1,"A"
"82",8.09999999999999,995.417890438581,2.50290759875859,1.54435116113219,0.534850801528303,1,"A"
"83",8.19999999999999,995.30989934054,2.56084054482511,1.57896580149604,0.550294313139625,1,"A"
"84",8.29999999999999,995.200929687742,2.61859338672587,1.61439295437758,0.566083971154586,1,"A"
"85",8.39999999999999,995.089444278788,2.67770692794612,1.65062089256832,0.582227900698361,1,"A"
"86",8.49999999999999,994.975947774061,2.737649294114,1.68766882220156,0.598734109624045,1,"A"
"87",8.59999999999999,994.859857137189,2.79898694510316,1.72554511986182,0.61561079784606,1,"A"
"88",8.69999999999999,994.741595630756,2.86126871263472,1.76426940756527,0.632866249044678,1,"A"
"89",8.79999999999998,994.620002618792,2.92563635034542,1.80385208774231,0.650508943120331,1,"A"
"90",8.89999999999998,994.497257434571,2.98986880755992,1.84432629387179,0.668547463997754,1,"A"
"91",8.99999999999998,994.372128532347,3.05520033363241,1.88568040708427,0.686990726936472,1,"A"
"92",9.09999999999998,994.244165805501,3.12205905380574,1.92792760968608,0.705847531007315,1,"A"
"93",9.19999999999998,994.113645647066,3.19013803116471,1.97108951466533,0.725126807104176,1,"A"
"94",9.29999999999998,993.979207088235,3.26077382937301,2.01518138014198,0.744837702250829,1,"A"
"95",9.39999999999998,993.842646057633,3.33211938338697,2.06024504292802,0.764989516052249,1,"A"
"96",9.49999999999998,993.702408748857,3.40571430449549,2.10628498016648,0.785591966481529,1,"A"
"97",9.59999999999998,993.55863937991,3.48136938735277,2.15333641645472,0.806654816283194,1,"A"
"98",9.69999999999998,993.412213570197,3.55816780931868,2.20143044003723,0.828188180447741,1,"A"
"99",9.79999999999998,993.264416500135,3.63480152319364,2.25057949182323,0.850202484848113,1,"A"
"100",9.89999999999998,993.114022223484,3.71249976938167,2.30076972736887,0.872708279766346,1,"A"
"101",9.99999999999998,992.961049674361,3.79122232311626,2.35201202548281,0.895715977040034,1,"A"
"102",10.1,992.806786491736,3.86966105927936,2.40431635169031,0.919236097294862,1,"A"
"103",10.2,992.648869098598,3.95018523123221,2.457666409359,0.943279260811766,1,"A"
"104",10.3,992.487952960256,4.03209766494906,2.51209344989005,0.967855924905356,1,"A"
"105",10.4,992.324381331178,4.11502734072784,2.56761446869013,0.992976859404256,1,"A"
"106",10.5,992.15739095479,4.1997171703011,2.62423887081779,1.01865300409116,1,"A"
"107",10.6,991.989602762088,4.28351101959736,2.68199082551563,1.04489539279934,1,"A"
"108",10.7,991.815598690067,4.37184487122697,2.74084113765242,1.07171530105449,1,"A"
"109",10.8,991.636173913189,4.46383275067987,2.80086962370044,1.09912371243102,1,"A"
"110",10.9,991.454569260677,4.55616074817799,2.86213758247703,1.12713240866802,1,"A"
"111",11,991.268312385912,4.65129440797992,2.92463942161582,1.15575378449279,1,"A"
"112",11.1,991.079423575878,4.74715732985425,2.98841891555926,1.18500017870895,1,"A"
"113",11.2,990.8889924855,4.84264527363557,3.05347787300075,1.21488436786454,1,"A"
"114",11.3,990.693540807762,4.94124404590036,3.11979599974346,1.24541914659455,1,"A"
"115",11.4,990.492918040282,5.0430419324623,3.18742292066403,1.27661710659198,1,"A"
"116",11.5,990.289677076986,5.14542205710885,3.25640953010663,1.30849133579862,1,"A"
"117",11.6,990.081024305824,5.25116638712944,3.32675387594774,1.34105543109969,1,"A"
"118",11.7,989.868188573487,5.35897879172355,3.39850966493086,1.37432296985917,1,"A"
"119",11.8,989.652903570787,5.46708421858879,3.47170414411602,1.40830806650848,1,"A"
"120",11.9,989.435743511184,5.57490259381991,3.54632878704663,1.44302510794964,1,"A"
"121",12,989.217554264623,5.68159378850528,3.62236355105257,1.4784883958201,1,"A"
"122",12.1,988.995067550345,5.79044862701303,3.69977179131215,1.51471203133063,1,"A"
"123",12.2,988.765624624734,5.90408258008364,3.77858304593929,1.55170974924375,1,"A"
"124",12.3,988.534576543525,6.01704900969084,3.85887886708157,1.58949557970314,1,"A"
"125",12.4,988.299862705056,6.13142186796612,3.94063105860457,1.62808436837396,1,"A"
"126",12.5,988.057440236849,6.25121589881388,4.02385318537784,1.66749067896,1,"A"
"127",12.6,987.8104556601,6.37317615758638,4.10863897150034,1.70772921081378,1,"A"
"128",12.7,987.559666282346,6.49650201218834,4.19501610493707,1.74881560052879,1,"A"
"129",12.8,987.304608523073,6.62162973121796,4.28299598413146,1.79076576157816,1,"A"
"130",12.9,987.041205363083,6.75260029658317,4.37259861891451,1.83359572141947,1,"A"
"131",13,986.77330801454,6.88544563919501,4.46392463865703,1.87732170760862,1,"A"
"132",13.1,986.50246886985,7.01857587110035,4.55699430505436,1.92196095399519,1,"A"
"133",13.2,986.22535405134,7.1553191721892,4.65179587942582,1.96753089704573,1,"A"
"134",13.3,985.944475483566,7.2930913565185,4.74838430407535,2.01404885583999,1,"A"
"135",13.4,985.654847742665,7.4368572702898,4.84676228816496,2.06153269888074,1,"A"
"136",13.5,985.359373604508,7.58359426304115,4.94703181068911,2.11000032176239,1,"A"
"137",13.6,985.055850873599,7.73544510868937,5.04923337784304,2.15947063986928,1,"A"
"138",13.7,984.744743266627,7.89184381348667,5.1534499462384,2.20996297364771,1,"A"
"139",13.8,984.432055500606,8.04669470323853,5.25975232304575,2.2614974731101,1,"A"
"140",13.9,984.115557326311,8.20225898346846,5.36808869388006,2.31409499634055,1,"A"
"141",14,983.790520906574,8.36325022353657,5.47845298661063,2.36777588327935,1,"A"
"142",14.1,983.454158319661,8.53234780597869,5.59093346121525,2.42256041314546,1,"A"
"143",14.2,983.107193674291,8.70866549522891,5.70567108272267,2.47846974775761,1,"A"
"144",14.3,982.748022207816,8.89366365179923,5.82278768180003,2.53552645858484,1,"A"
"145",14.4,982.382441660008,9.08137092657187,5.94243307801801,2.59375433540284,1,"A"
"146",14.5,982.012129825108,9.27005534294008,6.06463616576927,2.65317866618302,1,"A"
"147",14.6,981.639177838361,9.45760622282864,6.18939091097038,2.71382502784071,1,"A"
"148",14.7,981.256697920591,9.65093401614158,6.31664912631725,2.77571893695042,1,"A"
"149",14.8,980.866469772514,9.84814348389566,6.44650131537691,2.83888542821359,1,"A"
"150",14.9,980.462125688124,10.0555246986076,6.57899917190105,2.90335044136736,1,"A"
"151",15,980.048184890361,10.2683550023985,6.71431967415419,2.96914043308637,1,"A"
"152",15.1,979.623818907841,10.4873538848712,6.85254357746062,3.03628362982791,1,"A"
"153",15.2,979.191826017457,10.7095996975579,6.99376521938344,3.10480906560252,1,"A"
"154",15.3,978.756452840119,10.9307808809439,7.13801956114076,3.17474671779635,1,"A"
"155",15.4,978.313780432323,11.1548376711215,7.28525498314823,3.24612691340776,1,"A"
"156",15.5,977.865668480977,11.3798528690451,7.43549918673918,3.31897946323924,1,"A"
"157",15.6,977.4042329922,11.613691300441,7.58874125225269,3.39333445510663,1,"A"
"158",15.7,976.936906963663,11.8487435029694,7.74512766573898,3.46922186762916,1,"A"
"159",15.8,976.455708979118,12.0929666174548,7.90465125914098,3.54667314428655,1,"A"
"160",15.9,975.964331188223,12.3424850760012,8.06746407889867,3.62571965687796,1,"A"
"161",16,975.468287857539,12.5916787051652,8.2336391396297,3.70639429766695,1,"A"
"162",16.1,974.963385249321,12.8447477392796,8.40313632233671,3.78873068906324,1,"A"
"163",16.2,974.445105327164,13.1061327066507,8.57599991389894,3.87276205228661,1,"A"
"164",16.3,973.920823423851,13.3682919558308,8.75236256889296,3.9585220514256,1,"A"
"165",16.4,973.384959329262,13.6367902113028,8.93220478232065,4.04604567711453,1,"A"
"166",16.5,972.83693313996,13.9120805963793,9.1156185387235,4.13536772493774,1,"A"
"167",16.6,972.285293010963,14.1854791134484,9.30270396526385,4.22652391032497,1,"A"
"168",16.7,971.720427116329,14.4666354258138,9.49338650788018,4.31955094997761,1,"A"
"169",16.8,971.150053186961,14.7476766466657,9.68778535131765,4.41448481505641,1,"A"
"170",16.9,970.561947552952,15.0408287477408,9.88586103073779,4.51136266856959,1,"A"
"171",17,969.96105208363,15.3409076421084,10.0878189953852,4.61022127887697,1,"A"
"172",17.1,969.349522553958,15.6456190189379,10.2937589582735,4.71109946883082,1,"A"
"173",17.2,968.714400481467,15.9678287110503,10.5037337490696,4.81403705841355,1,"A"
"174",17.3,968.061999360727,16.3008732575696,10.7180529857999,4.91907439590425,1,"A"
"175",17.4,967.397835210097,16.6390199430481,10.9368899210933,5.02625492576225,1,"A"
"176",17.5,966.70745146255,16.9966232917342,11.1603014207433,5.13562382497318,1,"A"
"177",17.6,966.004732138176,17.3594101502729,11.3886308723706,5.24722683918061,1,"A"
"178",17.7,965.297161978089,17.7197921073544,11.6219327666523,5.36111314790432,1,"A"
"179",17.8,964.57654137046,18.0860168728364,11.8601092811329,5.47733247557084,1,"A"
"180",17.9,963.841905455787,18.4589324500536,12.1032285257783,5.59593356838217,1,"A"
"181",18,963.11449377201,18.8171654848288,12.3513748895216,5.71696585363995,1,"A"
"182",18.1,962.363531166518,19.1917847806248,12.6042044503229,5.84047960253517,1,"A"
"183",18.2,961.603084243019,19.5683960085112,12.8619981014322,5.9665216470384,1,"A"
"184",18.3,960.820236409675,19.959875921685,13.1247460405881,6.09514162805272,1,"A"
"185",18.4,960.021752853999,20.3591619589266,13.3926960986159,6.2263890884586,1,"A"
"186",18.5,959.221451694508,20.7522798792396,13.6659523768083,6.36031604944476,1,"A"
"187",18.6,958.401301432951,21.1573845432117,13.944338450625,6.49697557321284,1,"A"
"188",18.7,957.563718615306,21.5718196699929,14.228042756983,6.63641895771909,1,"A"
"189",18.8,956.7166992704,21.9874026214982,14.517198722813,6.77869938528892,1,"A"
"190",18.9,955.858644191778,22.4057096476907,14.8117747880148,6.92387137251705,1,"A"
"191",19,954.982064050825,22.8341755956901,15.1117712330885,7.0719891203972,1,"A"
"192",19.1,954.09475478865,23.2648013459509,15.4173370326714,7.22310683272808,1,"A"
"193",19.2,953.188403301526,23.7058568061558,15.7284596892637,7.3772802030548,1,"A"
"194",19.3,952.267924768116,24.1522182034433,16.0452922284942,7.53456479994744,1,"A"
"195",19.4,951.327183263647,24.6099153438432,16.3678836702781,7.69501772223238,1,"A"
"196",19.5,950.380685425112,25.0642148755012,16.6964031404522,7.85869655893516,1,"A"
"197",19.6,949.408568671739,25.5350473313639,17.0307234065577,8.02566059033968,1,"A"
"198",19.7,948.437856493309,25.9950585631666,17.3711171191194,8.19596782440526,1,"A"
"199",19.8,947.45779295699,26.4552209282223,17.7173071191915,8.36967899559645,1,"A"
"200",19.9,946.467356798524,26.9165526681242,18.0692384665641,8.54685206678837,1,"A"
"201",20,945.451623559218,27.3939548540678,18.4268771352609,8.72754445145401,1,"A"
"202",20.1,944.414723798894,27.88297551731,18.7904874609897,8.91181322280662,1,"A"
"203",20.2,943.367316944348,28.3727228615102,19.160242096726,9.09971809741652,1,"A"
"204",20.3,942.299995417222,28.8725899314061,19.5360941329889,9.29132051838377,1,"A"
"205",20.4,941.224970157079,29.3701633929208,19.9181849902871,9.48668145971366,1,"A"
"206",20.5,940.132997694174,29.8747325879671,20.3064064082427,9.68586330961653,1,"A"
"207",20.6,939.006559573534,30.4036760568479,20.7008369959196,9.88892737369896,1,"A"
"208",20.7,937.870565576594,30.9315965326513,21.1019021470974,10.0959357436582,1,"A"
"209",20.8,936.72041626695,31.4631139116422,21.5095150562794,10.3069547651291,1,"A"
"210",20.9,935.537209539549,32.0170583608106,21.9236821839495,10.5220499156919,1,"A"
"211",21,934.328089150554,32.5858375825895,22.3447865293262,10.7412867375314,1,"A"
"212",21.1,933.097940771649,33.1642692098419,22.7730554156847,10.9647346028247,1,"A"
"213",21.2,931.844832464893,33.7540921324018,23.2086102457247,11.1924651569815,1,"A"
"214",21.3,930.592175201456,34.3316675531899,23.6516059859155,11.4245512594388,1,"A"
"215",21.4,929.310619583814,34.9265898197686,24.1017232771201,11.6610673192979,1,"A"
"216",21.5,927.999934501883,35.5387431053044,24.5592378407443,11.9020845520691,1,"A"
"217",21.6,926.669653992001,36.1582487530804,25.024420324443,12.1476769304766,1,"A"
"218",21.7,925.309158587101,36.7955791829188,25.4973410962601,12.397921133721,1,"A"
"219",21.8,923.92781064051,37.4410155458511,25.9782792689559,12.6528945446836,1,"A"
"220",21.9,922.525645062213,38.0943608132314,26.4673167871834,12.9126773373732,1,"A"
"221",22,921.116318163334,38.7418004958459,26.9645308355762,13.177350505245,1,"A"
"222",22.1,919.68516538915,39.3981172601128,27.4697215371373,13.4469958136008,1,"A"
"223",22.2,918.255960724081,40.0393595799795,27.9829866669682,13.7216930289721,1,"A"
"224",22.3,916.790598024974,40.7039350874869,28.5039439918981,14.0015228956418,1,"A"
"225",22.4,915.330479991921,41.3499744187898,29.0329832537289,14.2865623355608,1,"A"
"226",22.5,913.832952692023,42.0205022303123,29.5696529095674,14.5768921680981,1,"A"
"227",22.6000000000001,912.315893018648,42.6971518590808,30.114366425078,14.8725886971938,1,"A"
"228",22.7000000000001,910.768037324413,43.3910645161347,30.6671657980088,15.1737323614445,1,"A"
"229",22.8000000000001,909.175961909283,44.1153186409419,31.2283154303514,15.4804040194246,1,"A"
"230",22.9000000000001,907.535379558656,44.8735946187496,31.7983386488667,15.7926871737281,1,"A"
"231",23.0000000000001,905.868999279838,45.6425030051927,32.377827154753,16.1106705602168,1,"A"
"232",23.1000000000001,904.206802492609,46.3918497323179,32.9668989433094,16.4344488317643,1,"A"
"233",23.2000000000001,902.518340881986,47.1524743482947,33.5650669485226,16.7641178211974,1,"A"
"234",23.3000000000001,900.784565590266,47.9432001530489,34.1724657660033,17.0997684906827,1,"A"
"235",23.4000000000001,899.019936277662,48.7489654625922,34.7896051114042,17.4414931483427,1,"A"
"236",23.5000000000001,897.219655940813,49.5742664901893,35.4166883695421,17.7893891994567,1,"A"
"237",23.6000000000001,895.376962088147,50.4254750130513,36.0540068156504,18.1435560831522,1,"A"
"238",23.7000000000001,893.503655939592,51.2902716613449,36.7019762477549,18.5040961513087,1,"A"
"239",23.8000000000001,891.581405000532,52.1867171671778,37.3607619185043,18.8711159137862,1,"A"
"240",23.9000000000001,889.630139559162,53.0942482652049,38.0308886426628,19.2447235329713,1,"A"
"241",24.0000000000001,887.662645154805,53.9998577042581,38.7124647215403,19.6250324193979,1,"A"
"242",24.1000000000001,885.666210347454,54.9162953575237,39.40533722841,20.0121570666133,1,"A"
"243",24.2000000000001,883.635426464408,55.8487533334186,40.1096097632764,20.4062104388974,1,"A"
"244",24.3000000000001,881.570124319726,56.7970804114325,40.825488732312,20.8073065365302,1,"A"
"245",24.4000000000001,879.434061508894,57.7972016140363,41.5531754532175,21.2155614238533,1,"A"
"246",24.5000000000001,877.29591680512,58.7794022855288,42.2935877309661,21.6310931783854,1,"A"
"247",24.6000000000001,875.14490351723,59.7548275277091,43.046239899367,22.0540290556951,1,"A"
"248",24.7000000000001,872.939204572257,60.7654299221275,43.8108740509275,22.4844914546888,1,"A"
"249",24.8000000000001,870.685808757611,61.8035171383309,44.5880739088608,22.9226001951981,1,"A"
"250",24.9000000000001,868.427463339699,62.8257922134766,45.3782635125388,23.3684809342867,1,"A"
"251",25.0000000000001,866.12828275653,63.8684569523755,46.180996721683,23.8222635694121,1,"A"
"252",25.1000000000001,863.774863473966,64.9445070958922,46.9965558935136,24.2840735366289,1,"A"
"253",25.2000000000001,861.38366290776,66.0368175201806,47.8254804764963,24.754039095564,1,"A"
"254",25.3000000000001,858.930815882815,67.1689281947219,48.667962022135,25.232293900329,1,"A"
"255",25.4000000000001,856.416578475194,68.3397870384481,49.5246609658081,25.7189735205503,1,"A"
"256",25.5000000000001,853.847576118847,69.5419936540258,50.396210096919,26.2142201302084,1,"A"
"257",25.6000000000001,851.267521324159,70.731208575634,51.2830878690303,26.7181822311776,1,"A"
"258",25.7000000000001,848.675272343935,71.9088333843451,52.1848811618527,27.2310131098679,1,"A"
"259",25.8000000000001,846.038273396698,73.1076556638949,53.101209017921,27.7528619214864,1,"A"
"260",25.9000000000001,843.355744341723,74.3280316055918,54.0323500410197,28.2838740116656,1,"A"
"261",26.0000000000001,840.630762481181,75.566452834022,54.9785871727214,28.8241975120758,1,"A"
"262",26.1000000000001,837.876747488714,76.8091387698089,55.9401303576746,29.373983383803,1,"A"
"263",26.2000000000001,835.05220095518,78.0975025279467,56.916911829494,29.9333846873798,1,"A"
"264",26.3000000000001,832.167591001921,79.4201624306469,57.909692761758,30.5025538056747,1,"A"
"265",26.4000000000001,829.266942465773,80.7324077181823,58.9189990827534,31.0816507332923,1,"A"
"266",26.5000000000001,826.326892029437,82.0578100001545,59.9444572462895,31.6708407241198,1,"A"
"267",26.6000000000001,823.395895254911,83.347650574677,60.9861688738297,32.2702852965827,1,"A"
"268",26.7000000000001,820.453222693287,84.6233701248075,62.0432601965849,32.880146985321,1,"A"
"269",26.8000000000001,817.455170904754,85.9289545108445,63.1152949971152,33.5005795872869,1,"A"
"270",26.9000000000001,814.397091724404,87.2684546009777,64.202721137361,34.131732537258,1,"A"
"271",27.0000000000001,811.28661406277,88.633563170592,65.3060630180069,34.7737597486317,1,"A"
"272",27.1000000000001,808.120857894471,90.0266480754795,66.4256736512387,35.4268203788117,1,"A"
"273",27.2000000000001,804.905392990137,91.4415800183034,67.5619498762359,36.0910771153241,1,"A"
"274",27.3000000000001,801.600974888869,92.9171665192058,68.7151619778396,36.7666966140865,1,"A"
"275",27.4000000000001,798.258855376535,94.4009427011557,69.8863536884453,37.4538482338649,1,"A"
"276",27.5000000000001,794.913688731942,95.8580904917253,71.075509005584,38.1527117707493,1,"A"
"277",27.6000000000001,791.511823870251,97.3427935435814,72.2819157253626,38.8634668608052,1,"A"
"278",27.7000000000001,788.07672586313,98.831035679831,73.5059524389806,39.5862860180588,1,"A"
"279",27.8000000000001,784.587503208959,100.343637620405,74.7475136281875,40.3213455424486,1,"A"
"280",27.9000000000001,781.054667806409,101.869600270548,76.0069112443137,41.0688206787305,1,"A"
"281",28.0000000000001,777.491103121611,103.395772949934,77.2842341372815,41.8288897911736,1,"A"
"282",28.1000000000001,773.945214850174,104.873745762373,78.5793072549074,42.6017321325464,1,"A"
"283",28.2000000000001,770.352140053294,106.369345644005,79.8909890976058,43.3875252050955,1,"A"
"284",28.3000000000001,766.710733864434,107.883364919985,81.2194661195098,44.1864350960716,1,"A"
"285",28.4000000000001,763.023884470952,109.412547015067,82.5649387567144,44.9986297572667,1,"A"
"286",28.5000000000001,759.26269261431,110.985487931408,83.9275403094486,45.8242791448338,1,"A"
"287",28.6000000000001,755.449850256754,112.578620530336,85.3079746649823,46.6635545479283,1,"A"
"288",28.7000000000001,751.625443272026,114.151455104457,86.7064673289392,47.5166342945781,1,"A"
"289",28.8000000000001,747.747553924157,115.746315350237,88.122431757739,48.3836989678675,1,"A"
"290",28.9000000000001,743.841163207668,117.337779759721,89.5561337471663,49.2649232854449,1,"A"
"291",29.0000000000001,739.901810290765,118.930377081431,91.0073280048891,50.1604846229166,1,"A"
"292",29.1000000000001,735.92494988801,120.528629942556,92.4758622664688,51.0705579029654,1,"A"
"293",29.2000000000001,731.877018060501,122.165989171214,93.9616762426552,51.9953165256301,1,"A"
"294",29.3000000000001,727.80060831065,123.799079137641,95.465379263653,52.9349332880567,1,"A"
"295",29.4000000000001,723.736155125723,125.387550739815,96.9867070537693,53.8895870806932,1,"A"
"296",29.5000000000001,719.614583511404,127.001371339338,98.5245909980279,54.8594541512309,1,"A"
"297",29.6000000000002,715.44508433419,128.630843089765,100.079372514834,55.8447000612112,1,"A"
"298",29.7000000000002,711.324677139714,130.178633422446,101.651195651481,56.8454937863595,1,"A"
"299",29.8000000000002,707.272453995414,131.627283898298,103.238256363415,57.8620057428743,1,"A"
"300",29.9000000000002,703.167521150652,133.099671065093,104.838419477747,58.8943883065085,1,"A"
"301",30.0000000000002,699.010734072865,134.594464721578,106.452028704272,59.942772501286,1,"A"
"302",30.1000000000002,694.838945740007,136.074363760004,108.07939771166,61.0072927883287,1,"A"
"303",30.2000000000002,690.588629277827,137.603192946985,109.720091009744,62.0880867654453,1,"A"
"304",30.3000000000002,686.28827813735,139.151480228522,111.374953958586,63.1852876755427,1,"A"
"305",30.4000000000002,681.885818854688,140.770909906614,113.044234023571,64.2990372151286,1,"A"
"306",30.5000000000002,677.438935236676,142.402375326493,114.729209881467,65.4294795553643,1,"A"
"307",30.6000000000002,673.042982831081,143.950280225559,116.429965289183,66.576771654179,1,"A"
"308",30.7000000000002,668.532510413161,145.581747038967,118.144671240802,67.7410713070708,1,"A"
"309",30.8000000000002,663.970524880288,147.232097631061,119.874859469173,68.9225180194788,1,"A"
