time,S1,S2,S3,E1,E2,E3,I1,I2,I3,R1,R2,R3,run
60,477578.9733467358,803519.9824357815,2475052.492930994,2942932.632761842,4454704.374257427,3778331.0216545225,3560448.826758607,5237478.8599745855,3367339.4663274954,3324799.567132828,4786301.7833322035,2533819.019086986,15
61,402320.10899999714,679296.7424364539,2245907.5792357726,2788917.0898663537,4231468.130664747,3707938.274961144,3575576.369516851,5269626.297983858,3461942.121672026,3538946.4316168106,5101613.8289149385,2738754.024131055,15
62,338629.3530933141,573598.9062628623,2035238.5069325713,2635635.7135220612,4007606.938668018,3625204.2654481255,3577882.7349762726,5282527.3169434415,3545076.5965578896,3753612.1984083652,5418271.838125675,2949022.6310614105,15
63,284947.111238893,484059.4320336694,1842472.967668188,2484530.1230529025,3785442.7643659497,3531629.4467634214,3568229.658121947,5277347.423270033,3616510.472365403,3968053.1075862697,5735155.380330345,3163929.113202984,15
64,239847.45598365949,408481.4450919527,1666829.5686251773,2336802.4806339205,3566955.1848335755,3428799.383616714,3547531.2573417802,5255351.248142589,3676145.2343735695,4181578.806040652,6051217.121931879,3382767.813384536,15
65,202052.37717607376,344869.9190924119,1507376.6277148644,2193420.3509802027,3353777.512288082,3318321.8409440136,3516732.4500474683,5217869.8010565685,3724012.432491121,4393554.821796268,6365487.767562933,3604831.098849998,15
66,170435.3043042657,291445.5384436433,1363083.9511020642,2055131.3510322298,3147210.0997069953,3201775.3202406876,3476789.538665814,5166270.257413849,3760265.786428349,4603403.805997703,6677079.104435507,3829416.9422288956,15
67,144016.4846857238,246644.54468427438,1232866.8509322065,1922484.589354755,2948246.2267811643,3080669.0605643736,3428653.2180299493,5101928.864622339,3785170.150056738,4810605.707929585,6985185.363912217,4055835.9384466787,15
68,121953.2218256298,209109.09666540677,1115622.1913382746,1795855.303002825,2757604.990519274,2956413.8514287057,3373254.499829201,5026207.898581318,3799088.37651467,5014696.975342356,7289083.014233997,4283417.580718348,15
69,103527.54676630972,177672.3453722856,1010257.2441330489,1675470.0785473932,2575766.725799916,2830301.825807316,3311493.338087724,4940436.5743945725,3802467.2149698404,5215269.036598585,7588129.354433223,4511515.715089791,15
70,88132.43023381341,151340.02291543424,915711.6033355647,1561431.5590648064,2403009.106138483,2703494.5588061945,3244229.8450048743,4845895.807566463,3795822.691758084,5411966.165696518,7881760.063379616,4739513.146100154,15
71,75257.7164736844,129270.59854795318,830972.9670354762,1453741.502041707,2239441.8278288413,2577018.027384613,3172277.8958820007,4743806.639894914,3779725.6436142414,5604482.88560262,8169485.933728287,4966825.361965666,15
72,64476.85133499823,110755.92041793012,755087.9283833932,1352321.253563224,2085038.0689504507,2451762.664522748,3096400.8459951347,4635322.0064344015,3754788.0120381294,5792561.049106657,8450889.004197214,5192903.395055726,15
73,55434.56741574672,95202.75197637614,687168.5204742987,1257029.7801326737,1939662.758084045,2328487.525447633,3017308.924393297,4521521.18432649,3721650.046239796,5975986.728058295,8725618.305613086,5417235.907838267,15
74,47835.86596607579,82115.90416219614,626395.3858621799,1167679.031449187,1803097.075270707,2207827.3636474013,2935658.1215928784,4403406.691453863,3680968.718008644,6154586.980991873,8993385.32911323,5639350.532481771,15
75,41436.347089555304,71083.18572535184,572018.4010204142,1084046.8457272064,1675059.3496999436,2090301.588905086,2852050.209555846,4281903.083507903,3633407.449465412,6328226.597627407,9253959.3810668,5858814.560609085,15
76,36033.82632390725,61762.156239444594,523355.3147143616,1005887.62181161,1555222.6144939365,1976324.4658254664,2767033.6825492447,4157857.320535142,3579627.163293897,6496804.869315253,9507162.908731474,6075235.056166272,15
77,31461.1988312855,53868.71715757325,479789.0411595931,932940.9697088592,1443229.0387830546,1866215.802079697,2681105.3934681485,4032040.358068185,3520278.686256866,6660252.437991721,9752866.885991184,6288258.470503841,15
78,27580.402186966425,47167.35457986051,440764.0214223391,864938.64324903,1338701.667947648,1760211.7121790852,2594712.694544004,3905149.6528951824,3455996.426318402,6818528.260020013,9990986.324577305,6497569.840080171,15
79,24277.35660949666,41462.885105847876,405782.0251022038,801610.0015946473,1241253.8189166626,1658475.0908134012,2508255.932105915,3777812.338960396,3387393.241435812,6971616.709689954,10221475.957017088,6702891.64264858,15
80,21457.753911261632,36593.52992362755,374397.67199366837,742686.2423064216,1150496.4865742335,1561105.5605458617,2422091.174845718,3650588.8750683907,3315056.4001054955,7119524.82893661,10444326.108433746,6903982.367354972,15
81,15608.104572206048,26505.57112172316,303870.04293942446,691194.41659632,1071714.1992912216,1508755.3338614309,2336674.698870635,3524221.2097924263,3241246.3347058874,7262282.77996085,10659564.01979463,7100670.288493257,15
82,11476.660246218733,19401.96948427707,248092.504431008,642014.3255902963,996128.0878660989,1446278.6874953783,2252321.9666493344,3399215.098005231,3167243.019878927,7399947.047514161,10867259.844644396,7292927.788194685,15
83,8529.619338320877,14351.213083100674,203751.8760976656,595479.891148676,924385.2773703644,1377632.4951457346,2169165.161321249,3275767.522738774,3092434.4802370104,7532585.328191766,11067500.986807764,7480723.148519589,15
84,6406.70451850943,10725.541567936882,168324.06500099102,551733.0558773095,856792.025663802,1305712.5254968621,2087346.6059024967,3154099.887369267,3016507.983400224,7660273.633701695,11260387.545398999,7663997.426101923,15
85,4862.5727324686795,8098.154924376264,139875.69809974605,510794.69133037847,793438.4367037044,1232625.279071978,2007006.2443751427,3034435.364467868,2939361.4131293497,7783096.491562021,11446033.043904055,7842679.609698927,15
86,3728.666862093189,6176.359465142214,116918.33315752543,472610.4612179375,734279.1402520135,1159888.4845685079,1928274.31085612,2916985.406373113,2861037.9864478805,7901146.56106386,11624564.093909733,8016697.195826088,15
87,2888.141818804628,4757.664904357493,98300.6182435196,437080.6418082372,679185.7968310941,1088579.8286062195,1851267.2985525145,2801942.0969485403,2781678.153635522,8014523.917820455,11796119.44131601,8185983.399514741,15
88,2259.3096434353715,3700.822768013104,83128.03754794082,404079.4738806445,627981.2265973006,1019447.7505249517,1776086.053327036,2689474.2785951784,2701484.3404551265,8123335.163148895,11960848.67203951,8350481.871471984,15
89,1784.5740394407344,2906.4852179511918,70702.66138943503,373467.77071774774,580461.7028481681,952994.5491595211,1702815.1926036028,2579726.0487746354,2620695.1866808655,8227692.46263922,12118910.763159247,8510149.60277018,15
90,1422.9789045488867,2304.1940910492904,60477.66847741231,345101.0942765593,536411.4667350224,889538.9372663723,1631523.3500157052,2472816.7467807857,2539566.885539141,8327712.576803198,12270472.592393145,8664958.508717079,15
91,1145.160865193079,1843.5781411390603,52022.8805915793,318834.9965769645,495612.0890897259,829263.2154104895,1562263.9201770094,2368841.856785567,2458359.845810959,8423515.922380844,12415707.47598357,8814896.058186976,15
92,929.8950592337618,1488.3371245967144,44998.50385958569,294528.33203017304,457848.44314198126,772248.9511512486,1495076.0850962822,2267874.4412307306,2377329.316505307,8515225.687814323,12554793.778502693,8959965.228483865,15
93,761.7158065094161,1212.1044574289003,39135.05092064108,272045.2846148047,422912.4170721855,718503.9853665646,1429985.984426989,2169966.8602843233,2296718.973050273,8602967.015151707,12687913.618186066,9100183.990662528,15
94,629.265017573701,995.5804341821441,34217.93101238181,251256.541461146,390605.1229514186,667982.8837058247,1367007.9394091747,2075152.6168185337,2216756.7061175364,8686866.254112117,12815251.679795867,9235584.479164263,15
95,524.1361285066023,824.5294882848322,30075.575350177944,232039.90141507995,360738.1079789789,620602.4258377723,1306145.6727410671,1983448.2232385236,2137652.0382901137,8767050.289715357,12936994.139294213,9366211.96052194,15
96,440.0596412355819,688.3722944685583,26570.257901397155,214280.5091699273,333133.9020668266,576253.3172657144,1247393.4891576641,1894855.0261810564,2059594.7401960786,8843645.942031184,13053327.69945765,9492123.684636815,15
97,372.3255392650305,579.1896544093859,23590.97763687018,197870.84419425423,307626.1283570445,534809.0218172803,1190737.395226738,1809360.949293977,1982754.3201702149,8916779.435039753,13164438.732694568,9613387.68037564,15
98,317.36924881555524,491.01017185376884,21047.912167928545,182710.5539712067,284059.3336206928,496132.40971833834,1136156.1462396323,1726942.1308312274,1907280.137233898,8986575.930540355,13270512.525376225,9730081.540879838,15
99,272.4739688184567,419.2994863237039,18868.087457673,168706.18831500268,262288.6381451502,460080.72660802427,1083622.2151796843,1647564.44541428,1833301.956565285,9053159.122536505,13371732.616954245,9842291.229369022,15
100,235.55429728566608,360.5900444847924,16991.9665463146,155770.87940375332,242179.28283509822,426509.3082523731,1033102.6884157219,1571184.9146915087,1760930.8108742274,9116650.877883255,13468280.212428913,9950109.914327096,15
101,196.24122932880786,298.39415899785996,14894.010808975832,143832.3688832252,223619.33397210416,395731.58724821254,984560.406757519,1497753.5126093188,1690279.0764690097,9177170.98312994,13560333.759259589,10053637.325473806,15
102,164.87415113816144,249.05927407556004,13129.466383627348,132804.1116148526,206474.00391938875,367000.1790149951,937954.16470882,1427213.4721904008,1621432.8339479885,9234836.849525202,13648068.464616146,10152979.520653395,15
103,139.6486751676614,209.61014346835296,11637.776842889973,122617.85460751435,190637.38512257597,340215.8660299194,893239.1867999057,1359502.0534110935,1554441.9765499702,9289763.309917426,13731655.951322874,10248246.380577225,15
