time,S1,S2,S3,E1,E2,E3,I1,I2,I3,R1,R2,R3,run
31,9158091.137072481,13676648.21608903,11489390.573450897,768748.8602568206,1076078.8770714481,447904.6700644271,285967.1289724509,399549.3406775393,164177.4354913858,92952.87369824019,129728.56616198333,53069.320993285466,7
32,8971986.76088347,13415066.830090566,11377320.192034328,888659.1513607652,1244964.6064688722,521277.4706693078,333607.6379316111,466316.5354326691,192204.48801377625,111506.44982414742,155657.0280078966,63739.84928258221,7
33,8759785.701187756,13116326.725922966,11247892.270844022,1024445.5463438092,1436599.5102801442,605703.9075347568,388399.95330766804,543190.1265659769,224722.17695521633,133128.79916076027,185888.63723091604,76223.64466599867,7
34,8519199.840448294,12776993.208984412,11098949.792090604,1177085.394247702,1652534.3786657678,702407.9305829204,451200.18824286415,631410.6694123821,262375.09152713115,158274.57706113235,221066.74293744127,90809.1857993376,7
35,8248178.35845267,12393902.95447908,10928234.308012025,1347251.8231477984,1893938.590004046,812616.5533300061,522879.4383438682,732253.1343243977,305865.7579687895,187450.38005565497,261910.32119247978,107825.38068917421,7
36,7945084.726626356,11964404.88785873,10733445.692909775,1535166.8060308583,2161397.6073113745,937502.0513286479,604293.6751611718,846987.5747185816,355949.35034251184,221214.7921816056,309214.93011131685,127644.90541906081,7
37,7608905.346288095,11486649.173116308,10512325.111010311,1740435.1534116354,2454679.852471891,1078106.2766179934,696243.18503501,976825.1028153446,413423.526761521,260176.31526525097,363850.8715964602,150687.08561017053,7
38,7239480.769405283,10959914.312284,10262763.762541067,1961869.6463657885,2772484.970077678,1235246.0039365892,799421.0471183953,1122848.0768517607,479112.24078273773,304988.5371105248,426757.64078656345,177419.99273960452,7
39,6837742.465337794,10384951.629435983,9982937.986305984,2197324.4226971935,3112194.9113270296,1409400.228996527,914351.2212654016,1285924.7440177714,553842.424162721,356341.8906996024,498933.7152192178,208361.36053476424,7
40,6405929.152164689,9764313.843563741,9671468.184306785,2443561.0104927127,3469659.7055990584,1600583.2666385192,1041318.4008543896,1466610.6427307604,638412.6828170541,414951.43648820044,581420.8081064447,244077.86623763872,7
41,5947748.463717695,9102622.00973248,9327594.752442138,2696177.441104204,3839059.2664201586,1808211.3215300017,1180293.8073168665,1665041.796899059,733553.6426926528,481540.28786122607,675281.9269483074,285182.2833352034,7
42,5468444.745889981,8406716.121277932,8951359.015151339,2949633.2878343463,4212888.003103098,2030974.6038399637,1330863.348752655,1880827.9010626888,839880.3681561949,556818.6175230076,781572.9745562859,332328.0128525009,7
43,4974735.178809063,7685633.385147176,8543771.751021953,3197399.550102126,4582106.578048222,2266731.332259892,1492166.6391026569,2112956.8201790527,957838.3600826485,641458.6319861441,901308.2166255554,386200.5566355035,7
44,4474586.940725619,6950368.780397873,8106947.380532092,3432249.9026981867,4936491.465376528,2512443.0399807645,1662856.7005166009,2359724.0590069816,1087645.9545145195,736066.4560595823,1035420.6952186245,447505.62497261976,7
45,3976828.8110409984,6213397.373762369,7644179.730307441,3646688.61783834,5265186.617859821,2764171.158928949,1841090.1059649885,2618701.4917607545,1229237.3288917434,841152.4651556617,1184719.516617062,516953.781871863,7
46,3490619.448602365,5487975.625250038,7159936.973767099,3833483.0724564525,5557424.857549558,3017151.6723236535,2024555.3389755778,2886757.7598228753,1382211.5323770936,957102.1399655929,1349846.7573775346,595241.8215321493,7
47,3024825.898581217,4787283.171504862,6659759.866345949,3986241.1329396428,5803346.553324587,3265957.0369675634,2210543.094713154,3160137.9272320094,1545793.6772889707,1084149.8737659743,1531237.347938548,683031.4193975127,7
48,2587391.2113989987,4123506.4429421797,6150058.684132731,4099954.0300912918,5994810.476803642,3504742.9898639363,2396056.5364844585,3434602.5426710923,1718814.354099954,1222358.2220252394,1729085.5375830918,780925.9719033745,7
49,2184779.9990179655,3506987.5910364725,5637819.107607413,4171422.1202583583,6126078.895308563,3727563.8844661647,2577953.1502561397,3705617.284493524,1899712.1387188016,1371604.7304675248,1943321.2291614455,889446.8692076158,7
50,1821584.5583149975,2945562.672181923,5130241.886525445,4199492.416388762,6194266.406752346,3928727.14515397,2753105.1702975826,3968577.172641393,2086562.2948003649,1531577.8549986472,2173598.7484243438,1009010.6735202149,7
51,1590364.036425328,2585072.3473617192,4778073.43042853,4098721.3693046495,6064318.404490974,3965118.4398444663,2914965.7637698245,4213429.886026409,2271555.0399394617,1701708.830500186,2419184.362120906,1139795.0897875386,7
52,1377796.0275758642,2251211.526816953,4428967.148272691,3987758.565409006,5918745.190222512,3995737.822108879,3059184.3893373557,4433336.677631232,2448402.411168119,1881021.0176777577,2678711.6053293026,1281434.6184503129,7
53,1185405.745301358,1946831.7160378033,4087389.875164153,3865929.435777714,5756019.309381714,4016741.446467184,3185962.557413028,4628464.592545917,2616972.577251973,2068462.2615078816,2950689.3820345616,1433438.1011166943,7
54,1013662.3550862756,1673159.4166021992,3757021.7796244742,3733624.1316402173,5576289.570602674,4025336.5210319045,3295482.1076580845,4798921.95797636,2776885.2896574684,2262991.4056154042,3233634.0548187634,1595298.4096861572,7
55,862207.6709390881,1430113.395426545,3440783.4571923516,3591997.037927315,5380948.89699098,4019675.07742452,3387975.726215814,4944872.84264186,2927602.8940044222,2463579.5649177646,3526069.8649406107,1766480.5713787104,7
56,730075.1390372269,1216617.0539056663,3140877.5060824244,3442696.97107398,5172237.572017423,3998740.84605295,3463773.383543631,5066615.821095043,3068509.0398054845,2669214.5063451435,3826534.5529818647,1946414.6080591455,7
57,615884.9584870865,1030884.9840399022,2858843.4141822644,3287642.0957539855,4952903.292239946,3962232.6475068917,3523325.580271312,5164627.712245258,3198973.069183983,2878907.3654875974,4133589.0114748916,2134492.8691268647,7
58,518011.6948860174,870676.1005062005,2595624.2217096738,3128837.907837112,4725918.505643968,3910445.0657093194,3567210.2902774736,5239581.838351264,3318402.008506063,3091700.1069993787,4445828.555498566,2330070.7040749476,7
59,434718.6516479983,733503.3887210079,2351642.2547322474,2968242.121121067,4494262.619709371,3844150.052668363,3596126.142819757,5292344.1990596615,3426279.6266303887,3306673.084411159,4761894.792509957,2532470.065969004,7
60,364261.78988419875,616801.2937357463,2126878.9174802634,2807668.348407662,4260760.414904358,3764483.39696423,3610878.0250369604,5323956.626846303,3522194.7293424574,3522951.836671161,5080486.664513591,2740984.9562130524,7
61,304963.71850997995,518050.1644086027,1920955.3348476402,2648726.376198332,4027974.7828124478,3672839.303452041,3612357.0068540643,5335609.797830291,3605859.0254422384,3739712.8984376057,5400370.254948657,2954888.3362580836,7
62,255262.56497961955,434863.0394339326,1733210.0452295484,2492790.9409065903,3798143.587700886,3570775.968480312,3601518.22365929,5328611.651021036,3677116.181437846,3956188.2704544817,5720386.721844143,3173439.804852298,7
63,213740.80188008578,365041.3137780559,1562770.9612718886,2340992.1984217255,3573151.2857840024,3459933.696516761,3579358.368792206,5304354.001614088,3735943.7476527677,4171668.6309059644,6039458.398823853,3395893.594558587,7
64,179137.45127353133,306603.75700532197,1408619.6713047381,2194222.956853844,3354528.47308978,3341966.9442438902,3546894.4170672717,5264279.937687525,3782448.8686993667,4385505.174805334,6356592.832217373,3621506.515752008,7
65,150349.30690908726,257797.00772810625,1269646.9907799694,2053155.7625638656,3143469.033800362,3218489.8552183458,3505144.68751448,5209854.021410311,3816859.6653767214,4597110.2430125475,6670884.93706122,3849545.4886249667,7
66,126424.10051771633,217091.94168551292,1144699.2295987646,1918266.474266123,2940859.6387769943,3091034.9638254098,3455112.5175531856,5142535.931011968,3839513.3439425984,4805956.907662955,6981517.488525525,4079294.4626332307,7
67,106548.77627389677,183170.78446748143,1032615.242732707,1789860.6435184274,2747315.762556194,2961024.0121173537,3397772.947221508,5063758.348804634,3850842.2043317566,5011577.632986149,7287760.10417169,4310060.5408181865,7
68,90035.69557928518,154909.65426804678,932255.5776763567,1668099.8841701767,2563219.3203524686,2829748.361145073,3334062.145127536,4974908.920615748,3851358.8175356397,5213562.275122983,7588967.104763737,4541179.243642934,7
69,76307.51238269817,131357.7384763331,842523.7666663213,1553027.4935178745,2388756.686239115,2698358.6588650323,3264869.502019871,4877316.213921926,3841640.701023236,5411555.492079537,7884574.361362625,4772018.873445414,7
70,64882.346257628924,111715.9689013897,762381.2444617988,1444591.7950103052,2223954.224891537,2567861.379528519,3191032.099125311,4772239.38353749,3822315.414124442,5605253.759606736,8174095.422669582,5001983.961885244,7
71,55359.95587598316,95316.51795150618,690856.9862389636,1342666.7020632238,2068710.2574494241,2439120.651823028,3113331.22688857,4660861.108508206,3794046.524063763,5794402.115172204,8457117.116090864,5230517.83787425,7
72,47409.123461175855,81603.62094535895,627052.7907830013,1247069.568948262,1922823.3516591485,2312864.1633326556,3032490.5558124906,4544283.205210208,3757520.6458861404,5978790.751778052,8733294.822185285,5457104.399998207,7
73,40756.52201776911,70116.33018683424,570145.2108933112,1157576.2187290876,1786016.5354908637,2189691.8101450126,2949175.720205928,4423524.588505588,3713435.839114484,6158251.539047195,9002347.545816716,5681269.139847196,7
74,35177.04929589736,60473.30614440916,519384.9804612088,1073933.4225869805,1657957.7166759549,2070086.0797831225,2863994.969558003,4299521.045626038,3662491.4222729434,6332654.558559099,9264052.931553598,5902579.51748273,7
75,30485.54986373864,52359.610913003104,474094.580255046,995869.0797532599,1538276.6007209865,1954423.435814453,2777500.6692616465,4173126.482690117,3605379.2157608126,6501904.701121335,9518242.305675892,6120644.768169693,7
76,26529.832239221323,45515.44408262379,433664.58190765337,923100.3701516092,1426578.4385205267,1842985.984967176,2690191.4230061257,4045115.2884826534,3542776.2085616235,6665938.374603024,9764795.828914197,6335115.22456355,7
77,23184.81625327316,39726.605682112786,397549.19804931735,855340.1969035089,1322455.0625113244,1735973.0128029725,2602514.63340129,3916185.514127727,3475338.549014945,6824720.353441907,10003637.817678835,6545681.24013277,7
78,20347.670462873353,34816.50305778672,365261.40566156735,792302.1821971508,1225493.5906404566,1633512.040217932,2514869.3563391673,3786962.632125793,3403696.7644694215,6978240.791000788,10234732.274175962,6752071.789651084,7
79,17933.793289950307,30639.49428805775,336367.9124147882,733704.4692050478,1135283.1777176836,1535669.1778631015,2427609.3285417235,3658003.6737658535,3328452.093481427,7126512.4089632565,10458078.654228404,6954052.816240688,7
80,15873.493249591083,27075.35180740806,310484.0358709575,679272.5638547012,1051420.1779567434,1442458.7749660758,2341046.071549788,3529801.5790747004,3250173.7987415753,7269567.871345901,10673707.89116115,7151425.390421397,7
81,11593.797268529657,19684.76926098417,252366.68812268134,631151.0226364721,977669.1611873643,1387322.395147284,2255555.653646048,3402968.6180803706,3170800.036537811,7407459.526448928,10881682.451471282,7344052.880192232,7
82,8562.514797987773,14467.980616273562,206411.18513765003,585532.447607607,907504.5159179199,1324757.106949039,2171403.727454599,3277932.4632950528,3091452.021809416,7540261.3101397855,11082100.040170753,7531921.686103905,7
83,6393.3829942601315,10748.48687715552,169872.74563905518,542594.6405453096,841298.9350678241,1257967.0810630068,2088714.7441915225,3154883.491999587,3011683.616965957,7668057.232268887,11275074.086055432,7715018.556331991,7
84,4825.456878546994,8070.197451508444,140665.03344610624,502381.6301595241,779185.2234178111,1189278.5804161276,2007614.0622333176,3034019.808534295,2931287.3325465913,7790938.850728591,11460729.770596385,7893311.053591184,7
85,3680.8195256899853,6122.807217320016,117193.34173749949,464854.47807516134,721146.2420302543,1120367.4294703505,1928219.648939398,2915531.9595051184,2850221.653303601,7909005.053459731,11639203.991247308,8066759.575488558,7
86,2837.0140813637818,4693.227253344557,98232.2039270967,429924.0846748036,667072.9952161945,1052426.4350035083,1850637.4389034552,2799594.156700927,2768557.7222517566,8022361.462340358,11810644.620829534,8235325.6388176475,7
87,2209.0017414700847,3633.8440907848244,82835.263982362565,397472.332419307,616802.1044910793,986288.9504014396,1774959.0333979249,2686359.6793899806,2686440.380820677,8131119.632441279,11975209.372028155,8398977.40479553,7
88,1737.2003946135187,2841.5052796773475,70268.24949010654,367365.7814099037,570140.131180996,922520.8022463964,1701260.857111506,2575958.8917448446,2604059.745132963,8235396.161083958,12133064.471794482,8557693.203130543,7
89,1379.4933266231342,2243.500106985834,59958.82263273685,339464.5080344865,526879.3265812144,861488.9666303444,1629604.2228150773,2468498.9031867906,2521630.6124662603,8335311.775823794,12284383.270125011,8711463.598270668,7
90,1105.8534297865615,1788.1434026375218,51458.87467452676,313627.7558745272,486807.756994004,803413.0239729637,1560035.9466564502,2364064.238706307,2439377.699513076,8430990.444039216,12429344.860897053,8860292.401839443,7
91,894.6908319523016,1438.3888096843548,44416.01455093883,289717.5008903206,449715.7477181937,748403.8414481756,1492589.2783799113,2262718.1009988394,2357525.207838237,8522558.529897798,12568132.762473287,9004196.93616266,7
92,730.3521664810345,1167.4638798273204,38551.91317342887,267600.6388028057,415399.8939688556,696492.7061398989,1427284.996327952,2164503.9572621407,2276289.6074563717,8610144.012702743,12700933.684889179,9143207.773230312,7
93,601.3955424688536,955.8651566199279,33645.78778581095,247150.2605354494,383665.459427869,647653.2867760477,1364132.5705912842,2069447.2779880243,2195874.8098226027,8693875.773330778,12827936.397427488,9277368.115615549,7
94,499.38987865005106,789.2711534775366,29521.748958975055,228246.32720384735,354327.7109679262,601818.203421238,1303131.3320089022,1977557.315662315,2116469.1038070642,8773882.95090858,12949330.702216282,9406732.943812734,7
95,418.07420016404717,657.0844378420679,26039.075240674134,210775.94779228454,327212.5470712711,558891.5126430714,1244271.6092411415,1888828.8546335767,2038243.3920075737,8850294.368766392,13065306.51385731,9531368.02010869,7
96,352.7633587423538,551.4035351251014,23084.70428621432,194633.39949980323,302156.6663404639,518758.10781924933,1187535.8100503238,1803243.8879942647,1961350.3709626165,8923238.027091114,13176053.042130148,9651348.81693193,7
97,299.92504709310947,466.2930720624403,20567.413487801005,179719.9822247851,279007.436996108,481290.7759054793,1132899.4343118174,1720773.1975050308,1885924.3930972202,8992840.658416286,13281758.072426802,9766759.41750951,7
98,256.87665401219596,397.262108827548,18413.294243030017,165943.76933514612,257622.57680311328,446355.47040236654,1080332.0123275316,1641377.8233480486,1812081.8117859145,9059227.34168329,13382607.337740012,9877691.423568698,7
99,221.56628151463312,340.88835668015577,16562.217816172797,153219.29691328912,237869.71774394985,413815.22785941284,1029797.9665083553,1565010.418523983,1739921.6598877124,9122521.170296824,13478783.975375388,9984242.894436711,7
100,192.41351672537616,294.54574619933874,14965.058854882369,141467.21962343642,219625.90509820302,383533.0563187162,981257.3974789937,1491616.4880321396,1669526.551278991,9182842.969380826,13570468.061123462,10086517.333547423,7
101,161.2300685322097,245.21986076267768,13173.725566332472,130620.62677703051,202787.59476923765,355765.21305836405,934667.0782146864,1421135.9600651488,1600979.9893562014,9240311.064939734,13657836.22530486,10184623.072019119,7
102,136.2215186850303,205.88402030451078,11661.843757847302,120602.03550521097,187234.29128062297,329864.05434804276,889980.6449586784,1353503.4846915766,1534342.972365775,9295041.09801741,13741061.340007508,10278673.129528351,7
103,116.00917317324385,174.26624420027966,10379.385960299438,111349.10834256484,172869.37764017557,305734.07034449,847149.0422684527,1288649.147669178,1469645.517441991,9347145.840215793,13820312.208446458,10368783.026253236,7
104,99.55137437442194,148.65868370365698,9286.24374937237,102803.9775266509,159603.12442123375,283277.5765309581,806121.4076953583,1226499.8761537748,1406908.3758858696,9396735.0634036,13895753.340741303,10455069.803833818,7
105,86.05477654569837,127.7670949721201,8350.094544791351,94912.98613538504,147352.30411312243,262396.92853274784,766845.5144773143,1166980.1432219609,1346143.4948221038,9443915.44461074,13967544.78556996,10537651.482100375,7
106,74.91073781672293,110.60343403794933,7544.764392645875,87626.4254867214,136039.79444175056,242996.088509172,729268.1673391536,1110012.5996290895,1287354.5991395926,9488790.496436292,14035842.00249514,10616646.547958609,7
107,65.64874611310861,96.40755511821355,6848.953168489269,80898.2761629831,125594.18394646095,224981.72618808935,693335.5555095313,1055518.638842112,1230537.839360059,9531460.519581357,14100795.769656327,10692173.481283382,7
108,57.902552730690374,84.59054766743363,6245.24632630521,74685.95685649224,115949.38726077546,208263.95809140967,658993.5650560969,1003418.8984333985,1175682.4748682366,9572022.575534666,14162552.123758176,10764350.320714068,7
109,51.3851099182329,74.69298093217942,5719.340681107701,68950.08409186409,107044.27570235259,192756.82562333604,626188.0539818673,953633.7030266538,1122771.5627101178,9610570.476816338,14221252.328290077,10833294.270985458,7
110,45.86998315122342,66.3540764536407,5259.436473846683,63654.24419458317,98822.32575155712,178378.57632673433,594865.0931156196,906083.4534560607,1071782.6360303368,9647194.792706633,14277032.866715945,10899121.351169102,7
111,41.177385859105755,59.28864171710079,4855.756321163314,58764.778354362905,91231.28711258195,165051.80242488103,564971.1758281116,860688.9668005572,1022688.3581880949,9681982.868431654,14330025.457445161,10961946.08306588,7
112,37.16369451886366,53.269830153485444,4500.164306411362,54250.58087488047,84222.87070218587,152703.47219253806,536453.3993385243,817371.7715882341,975457.1456551288,9715018.856092064,14380357.087879445,11021881.217845941,7
113,33.713493605663935,48.11611479178751,4185.862497261411,50082.9105126929,77752.45659332337,141264.88469728708,509259.6203076689,776054.3623588561,930053.7538208569,9746383.75568602,14428150.064933047,11079037.498984614,7
114,30.733502181174373,43.68138351289782,3907.148106531136,46235.21451924922,71778.82142445342,130671.56990345324,483338.5872189961,736660.4174855952,886439.822780464,9776155.46475956,14473522.079706455,11133523.459209573,7
115,28.147910197404826,39.847364606262104,3659.218345274122,42682.96485150455,66263.88451888811,120863.15063694585,458640.0518820571,699114.983907397,844574.382114128,9804408.835356228,14516586.284209127,11185445.248903673,7
116,25.894775916962587,36.517798551200976,3438.013015994069,39403.505963608295,61172.47185869234,111783.17898248929,435114.86217086576,663344.632076595,804414.3144028877,9831215.737089595,14557451.378266178,11234906.493598651,7
117,23.9232305342752,33.6139336526006,3240.087109197988,36375.91353473389,56472.096947449056,103378.95643770337,412715.0379577171,629277.5841965254,765914.7783768888,9856645.125277,14596221.70492239,11282008.17807623,7
118,22.191284022868537,31.07100327403307,3062.506907608879,33580.86345224461,52132.757534227894,95601.3454103525,391393.83212828846,596843.8187079271,729029.593078221,9880763.11313543,14632997.35275459,11326848.55460384,7
119,20.664112324742668,28.835486969915756,2902.7654906605726,31000.51043816435,48126.747263328616,88404.57648358068,371105.7781782107,565975.1533819105,693711.5848555731,9903633.047271285,14667874.263867809,11369523.073170207,7
120,19.312698347413583,26.86294476125115,2758.7133233965124,28618.37565046281,44428.48122861768,81746.0561033051,351806.7260114536,536605.3095660151,659912.8991338991,9925315.585639719,14700944.346260624,11410124.33143942,7
121,18.112755269410318,25.116307638401768,2628.501233046543,26419.242661090895,41014.33451134255,75586.17713403609,333453.8672442676,508669.95963591157,627585.2792078797,9945868.777339356,14732295.589545125,11448742.042425059,7
122,17.043867044858374,23.56451766266473,2510.533329199702,24389.061221483393,37862.49279361051,69888.13443588722,316005.7512711594,482106.7596315551,596680.3142884404,9965348.143640297,14762012.183057189,11485463.017946495,7
123,16.08879936187826,22.18144145524287,2403.4280124943716,22514.85826366558,34952.81419547742,64617.74686831882,299422.2932101622,456855.3688387252,567149.6590090066,9983806.759726794,14790174.635524359,11520371.166110203,7
124,15.232944786678246,20.944998230708244,2305.9855722919006,20784.655615170443,32266.701528595448,59743.286646405606,283664.77474083484,432857.4579149443,538945.226626154,10001295.336699193,14816859.895558247,11553547.501155172,7
125,14.463873802192346,19.83645653237766,2217.161168596219,19187.39393869842,29786.98420958472,55235.3166535414,268695.83875172917,410056.70700702217,512019.35802108503,10017862.303435756,14842141.472326878,11585070.1641568,7
126,13.770969996293204,18.83986460858648,2136.042231444431,17712.862438839486,27497.80912411345,51066.53602090098,254479.47862255445,388398.7951643363,486324.9685519164,10033553.887968594,14866089.55584696,11615014.45319576,7
127,13.145132344845976,17.941586998205462,2061.829495447624,16351.633908805667,25384.539779814724,47211.63409043444,240981.02288451343,367831.3822237411,461815.67469215166,10048414.19807432,14888771.136409463,11643452.86172199,7
128,12.57853124889751,17.129925941436905,1993.8210358048575,15095.004719428154,23433.663131305097,43647.15272494961,228167.1159267747,348304.08422358567,438445.90228242864,10062485.300822532,14910250.122719184,11670455.12395684,7
129,12.064407819723769,16.394810828217935,1931.398790384454,13934.93938051369,21632.70350353883,40351.35681792284,216005.6953484186,329768.4432966419,416170.97811002005,10075807.30086323,14930587.458389007,11696088.266281696,7
130,11.596908102584889,15.7275424471208,1874.0171473644973,12864.019330996773,19970.143080460373,37304.11277637741,204465.96649260257,312177.89289347414,394947.20641476894,10088418.41726828,14949841.236483634,11720416.663661513,7
131,11.17094564147574,15.120581556308766,1821.1932542621162,11875.395639092503,18435.348464243485,34486.77469408242,193518.37464273928,295487.7190983205,374731.93180775054,10100355.058772508,14968066.811855894,11743502.100243928,7
132,10.782087122913861,14.56737344397989,1772.4987657722493,10962.745316884457,17018.502846384148,31882.077895049104,183134.57530870746,279655.01871819433,355483.58997865865,10111651.897287266,14985316.911061991,11765403.833360543,7
133,10.426456885554845,14.062201825811877,1727.5527977017343,10120.23097549992,15710.543365571717,29474.03950403145,173287.40298410028,264638.6547519845,337161.74746197293,10122341.939583495,15001641.739680631,11786178.660236318,7
134,10.1006569086929,13.600066746697212,1686.015894777151,9342.46356728611,14503.103258676954,27247.865688266742,163950.8387128685,250399.20977923853,319727.1316308156,10132456.597062917,15017089.08689535,11805880.986786164,7
135,9.801699546474083,13.176582195339124,1647.5848530883732,8624.467980270523,13388.458440463211,25189.86521039342,155099.9767650705,236898.93774747846,303141.6519914758,10142025.753555091,15031704.427229876,11824562.897945065,7
136,9.526950793975239,12.787889965123856,1611.988264877073,7961.651267736023,12359.478174851061,23287.36893430097,146710.99068645632,224101.71458179876,287368.41376118385,10151077.831094993,15045531.019353399,11842274.229039662,7
137,9.274082285417988,12.430586950623189,1578.982675459726,7349.77331204065,11409.579525860296,21528.654932018293,138761.09895498416,211972.98799064293,272371.7246269018,10159639.853650669,15058610.00189656,11859062.637765644,7
138,9.04103055625683,12.101663592703895,1548.3492602190356,6784.919736937749,10532.68529982879,19902.878849386863,131228.53044879306,200479.72679659582,258117.0955036502,10167737.508783692,15070980.486239996,11874973.676386766,7
139,8.825962367169064,11.798451604770118,1519.8909445497006,6263.476896677066,9723.185212278466,18400.009200227378,124092.48990438184,189590.370080351,244571.23603710654,10175395.207236553,15082679.64625578,11890050.863818139,7
140,8.627245102664498,11.518579450046108,1493.4299019996843,5782.108783163937,8975.90003297421,17010.767272243786,117333.12352051614,179274.7763893276,231702.04552671837,10182636.140451197,15093742.804998262,11904335.757299062,7
141,8.44342143072585,11.25993431207145,1468.805376085204,5337.735704490122,8286.048481408743,15726.571342435727,110931.48484248204,169504.17322937373,219478.59988215996,10189482.336031575,15104203.51835492,11917868.023399344,7
142,8.273187550892427,11.020629521054145,1445.871779762042,4927.514599292354,7649.216662246218,14539.48491486399,104869.50104251827,160251.107028273,207871.13516739657,10195954.711170616,15114093.655679975,11930685.508138003,7
143,8.115374473041914,10.798976577860389,1424.497033619072,4548.820861705549,7061.3298462670755,13442.16870889179,99129.93969539838,151489.39373307506,196851.02823264335,10202073.1240684,15123443.477444096,11942824.30602487,7
144,7.9689318629629176,10.593461063441694,1404.5611097744804,4199.231561215903,6518.626417167035,12427.83614125038,93696.37613302478,143194.070179324,186390.77488485936,10207856.423373874,15132281.70994246,11954318.827864142,7
145,7.832914067727379,10.40272184091108,1385.9547534061362,3876.5099505403923,6017.633818260432,11490.212060257154,88553.16144838069,135341.3463488138,176463.9660018348,10213322.495686987,15140635.617111098,11965201.867184527,7
146,7.706467997111768,10.225533055433793,1368.5783580019672,3578.5911628152453,5555.146345802975,10623.494505107114,83685.39120711423,127908.55861332433,167045.26195315126,10218488.31116205,15148531.069507832,11975504.665183764,7
147,7.588822589466658,10.060788517694599,1352.340973910493,3303.5690069156813,5128.204647356674,9822.31927726294,79078.87491426985,120874.12404467966,158110.3656530629,10223369.967256201,15155992.61051946,11985256.97409579,7
148,7.479279633565821,9.907488123215268,1337.159432717568,3049.683776697906,4734.076794440882,9081.727124515199,74720.10627411264,114217.49585622853,149635.99453541546,10227982.730669532,15163043.519861221,11994487.118907377,7
149,7.377205753739804,9.76472601484245,1322.9575724646038,2815.3109963942898,4370.240808713536,8397.13335122743,70596.23427249765,107919.12002729964,141599.85170885135,10232341.07752533,15169705.874437986,12003222.057367483,7
150,7.282025395352612,9.631680241413004,1309.6655508315887,2598.951030343266,4034.36853016699,7764.299680594829,66695.03510372012,101960.39315017332,133980.5965215167,10236458.731840517,15176000.606639434,12011487.438247083,7
0,10305660,15281905,12154442,50,50,50,50,50,50,0,0,0,8
1,10305547.844504917,15281751.121210543,12154365.865037447,154.01714652259926,194.1449026684207,119.37028579118285,55.02749794705616,56.59164355708671,53.68082231234461,3.110850612165124,3.1422432357163106,3.083854450340053,8
2,10305414.552110916,15281567.638316324,12154277.10335782,270.4732106352223,355.830407864832,195.61390857766267,68.20923810823552,74.51496940025392,62.73414356180215,6.765440340306146,7.016306416970382,6.548590042407381,8
3,10305239.78578256,15281326.021135915,12154163.830627628,417.9748776397843,561.1521022996423,289.63384997336425,90.757019093593,105.48316884742219,77.80380587381374,11.482320702406506,12.343592942873384,10.731716530848995,8
4,10304998.674338693,15280991.418108469,12154011.63714647,618.0778278905169,840.3051450703317,413.9342945533427,125.35175100580588,153.26772682361226,100.39376560814588,17.896082407401753,20.009019642689942,16.03479337332039,8
5,10304658.098259881,15280517.470665844,12153801.488440966,898.6335519035142,1232.258310194079,584.5173834112603,176.41576495605972,224.07689882771086,133.0154285202603,26.852423255902767,31.194125137138688,22.97874710430751,8
6,10304172.039741736,15279839.826127615,12153507.105294375,1297.7821533112558,1790.3250269323084,823.1366712217181,250.65076739138243,327.305089852033,179.4855891619775,39.52733755884669,47.5437556045438,32.272445244151164,8
7,10303475.318922903,15278867.404198844,12153091.44259912,1869.193936501765,2589.471684862441,1160.2460984428114,357.89925678524787,476.73342732043704,245.40690363311018,57.58788380833211,71.39068897880745,44.9043988065194,8
8,10302474.851301061,15277470.211941147,12152501.78151559,2689.2965833408875,3736.3899434167984,1639.058465972581,512.4352538850372,692.3287801029837,338.8898462058227,83.41686171048298,106.06933533957181,62.27017223352841,8
9,10301037.25327442,15275462.072931252,12151662.775937406,3867.4650072250693,5383.694479731078,2321.2627810393024,734.8499318897767,1002.8717254898381,471.60870568402567,120.43178646358166,156.3608635351746,86.352575872752,8
10,10298971.162198097,15272575.994368345,12150466.533811731,5560.520117665255,7750.122198063185,3295.1588562089755,1054.7770183624145,1449.7544578271709,660.3288334901855,173.54066587537974,229.12897577360587,119.97849857368718,8
11,10296001.957939256,15268428.948144218,12148758.427393379,7993.4324594977625,11149.375936657105,4687.280848636308,1514.8144701070773,2092.445234317949,929.1053955022483,249.79513113731107,334.230684813789,167.1863624864924,8
12,10291735.62332172,15262471.515702853,12146316.781431358,11488.896541363138,16031.331247195523,6679.024626943183,2176.1530567636232,3016.3309236507075,1312.4413525967761,359.32708015257816,485.8221263064807,233.7525891037859,8
13,10285607.152580287,15253915.988380866,12142823.815946624,16509.51713881297,23040.83015401383,9530.421972996752,3126.638688972731,4343.951011900722,1859.8159478229359,516.6915919255084,704.2304532248916,327.94613255894444,8
14,10276807.060494678,15241633.911368296,12137824.11979434,23717.84558921687,33101.3867188196,13614.097863921457,4492.3022249551805,6251.065384388013,2642.1722290543416,742.7916911482297,1018.6365285012557,461.61011268589635,8
15,10264177.096834898,15224010.611665552,12130665.433327608,34061.461873872286,47533.89060776406,19463.658141202413,6453.807385347636,8989.582174503894,3761.196988760352,1067.6339058803999,1470.915552185578,651.7115424318923,8
16,10246063.0867858,15198739.73616857,12120414.473718818,48892.81058130633,68223.96598672283,27842.397853184324,9269.835963314472,12920.170940446113,5362.568661150509,1534.266669577298,2121.1269042653107,922.5597668493897,8
