time,regions,emission
1963,JPK,70.5052459753571
1963,ANZ,27.66550340783461
1963,EEU,144.37118444090908
1963,FSU,363.5492626563881
1963,MDE,36.07103145078012
1963,CAM,23.028931016485867
1963,LAM,70.43134281871691
1963,SAS,27.368056070387123
1963,SEA,12.869657092457748
1963,CHI,61.63346861458801
1963,MAF,9.761566990432748
1963,SSA,42.717554047414716
1963,SIS,9.842550022567309
1964,USA,809.9366502256645
1964,CAN,58.09276091363718
1964,WEU,550.2398003564762
1964,JPK,79.36997660612766
1964,ANZ,28.244120431760653
1964,EEU,152.11236755508665
1964,FSU,380.7509829152949
1964,MDE,40.27861079416451
1964,CAM,24.290595348799478
1964,LAM,74.11641613091922
1964,SAS,28.71584376069978
1964,SEA,14.481117569665205
1964,CHI,62.017982362178216
1964,MAF,10.820946921014574
1964,SSA,45.5139972890992
1964,SIS,10.671074608616411
1965,USA,840.3850885325062
1965,CAN,61.24799803781413
1965,WEU,569.704893221109
1965,JPK,89.34928315347027
1965,ANZ,28.834839084760333
1965,EEU,160.26863291880946
1965,FSU,398.766620874663
1965,MDE,44.97699184791951
1965,CAM,25.621381295411766
1965,LAM,77.99429799642797
1965,SAS,30.130005608295903
1965,SEA,16.29435536315591
1965,CHI,62.40489498209234
1965,MAF,11.995296695927697
1965,SSA,48.49350566591017
1965,SIS,11.569342603448188
1966,USA,871.9781933945249
1966,CAN,64.57460800007297
1966,WEU,589.8585764784823
1966,JPK,100.58330292392536
1966,ANZ,29.437912469352558
1966,EEU,168.86223724288575
1966,FSU,417.6346879166771
1966,MDE,50.22342518279941
1966,CAM,27.025075757038618
1966,LAM,82.07507644744187
1966,SAS,31.613810324402593
1966,SEA,18.33463580580169
1966,CHI,62.7942214402151
1966,MAF,13.297093486698575
1966,SSA,51.6680632736445
1966,SIS,12.543224856462322
1967,USA,904.7589969537748
1967,CAN,68.08189870611984
1967,WEU,610.7252094641647
1967,JPK,113.22979289837976
1967,ANZ,30.053598981631545
1967,EEU,177.9166306429892
1967,FSU,437.3955176305543
1967,MDE,56.08183947964336
1967,CAM,28.50567310375523
1967,LAM,86.36936733710891
1967,SAS,33.17068759363666
1967,SEA,20.630387802360893
1967,CHI,63.18597679579914
1967,MAF,14.740168557400343
1967,SSA,55.050438729695536
1967,SIS,13.59908641247101
1968,USA,938.7721490856501
1968,CAN,71.77968360915371
1968,WEU,632.3300132411557
1968,JPK,127.46634508022596
1968,ANZ,30.682162421980657
1968,EEU,187.45652063002885
1968,FSU,458.0913520322096
1968,MDE,62.62362051120415
1968,CAM,30.06738654142427
1968,LAM,90.88834195590884
1968,SAS,34.804236001420165
1968,SEA,23.213599952780246
1968,CHI,63.58017620204756
1968,MAF,16.33985421836111
1968,SSA,58.65423653063118
1968,SIS,14.743828112000578
1969,USA,974.0639782153127
1969,CAN,75.67830916805892
1969,WEU,654.6991010840555
1969,JPK,143.49288038257762
1969,ANZ,31.32387210810169
1969,EEU,197.50793953168383
1969,FSU,479.7664318634959
1969,MDE,69.92848098990795
1969,CAM,31.71466010084587
1969,LAM,95.6437560929659
1969,SAS,36.51823135179535
1969,SEA,26.120266275656334
1969,CHI,63.97683490669993
1969,MAF,18.113146728111865
1969,SSA,62.493951771821905
1969,SIS,15.984931693416575
1970,USA,984.8758490092495
1970,CAN,77.86606891680368
1970,WEU,664.6261944571121
1970,JPK,147.65270095713103
1970,ANZ,32.23701517795433
1970,EEU,204.40540662764374
1970,FSU,500.34554357620465
1970,MDE,74.35285782971297
1970,CAM,34.58270772097906
1970,LAM,99.96223914627423
1970,SAS,39.12707822275818
1970,SEA,27.667046515541497
1970,CHI,68.58489828880481
1970,MAF,19.477702479498628
1970,SSA,65.40305952276069
1970,SIS,16.86805513872318
1971,USA,992.93496066099
1971,CAN,79.86119936457567
1971,WEU,672.4005417223686
1971,JPK,151.8401744234949
1971,ANZ,32.932543275233904
1971,EEU,211.56892042743573
1971,FSU,519.9521526529128
1971,MDE,79.23553520938556
1971,CAM,37.62129766434616
1971,LAM,104.15916247765617
1971,SAS,41.88626070669998
1971,SEA,29.26023783252521
1971,CHI,73.15932168146419
1971,MAF,20.943218045210998
1971,SSA,68.55431737867072
1971,SIS,17.738890397759654
1972,USA,1001.0600189807095
1972,CAN,81.907450224088
1972,WEU,680.265828038636
1972,JPK,156.1464058530916
1972,ANZ,33.643077703944435
1972,EEU,218.98348399546254
1972,FSU,540.3270690013103
1972,MDE,84.43885310093421
1972,CAM,40.92687158474668
1972,LAM,108.53229400125079
1972,SAS,44.840016573718025
1972,SEA,30.94517217567858
1972,CHI,78.03884648707884
1972,MAF,22.518999997608642
1972,SSA,71.85740950880117
1972,SIS,18.65468365830516
1973,USA,1009.25156360146
1973,CAN,84.00613133274973
1973,WEU,688.2231171493662
1973,JPK,160.57476325623682
1973,ANZ,34.36894223243389
1973,EEU,226.65789552600313
1973,FSU,561.5003996154936
1973,MDE,89.98386764423088
1973,CAM,44.52288787746301
1973,LAM,113.08903183338082
1973,SAS,48.0020668450286
1973,SEA,32.72713251557835
1973,CHI,83.24382212768451
1973,MAF,24.21334485452945
1973,SSA,75.31965160989354
1973,SIS,19.61775593559043
1974,USA,1017.5101385720413
1974,CAN,86.15858608939834
1974,WEU,696.2734852409624
1974,JPK,165.12871016099658
1974,ANZ,35.11046761449791
1974,EEU,234.60126155149234
1974,FSU,583.5034312663583
1974,MDE,95.89301771467188
1974,CAM,48.43486609633598
1974,LAM,117.83708470092807
1974,SAS,51.38710012754875
1974,SEA,34.61170603969144
1974,CHI,88.79595527559371
1974,MAF,26.03517336944923
1974,SSA,78.94871186444452
1974,SIS,20.630548070272614
1975,USA,1025.8362923931338
1975,CAN,88.36619231423046
1975,WEU,704.4180210883275
1975,JPK,169.81180832209841
1975,ANZ,35.867991740094
1975,EEU,242.82300774842216
1975,FSU,606.3686767324948
1975,MDE,102.19021572602877
1975,CAM,52.69056805628916
1975,LAM,122.78448498234513
1975,SAS,55.01084084657913
1975,SEA,36.60480167053349
1975,CHI,94.71840037824268
1975,MAF,27.994077499395154
1975,SSA,82.75262792421582
1975,SIS,21.69562691457856
1976,USA,1034.2305780537276
1976,CAN,90.63036313076634
1976,WEU,712.6578262021161
1976,JPK,174.62772050666797
1976,ANZ,36.64185978930742
1976,EEU,251.33289012194246
1976,FSU,630.1299228426925
1976,MDE,108.90094439623122
1976,CAM,57.320194848323574
1976,LAM,127.9396022961946
1976,SAS,58.89012229015254
1976,SEA,38.71266859260071
1976,CHI,101.03585622079561
1976,MAF,30.100370906756922
1976,SSA,86.73982471204548
1976,SIS,22.815691837815816
1977,USA,1042.6935530678513
1977,CAN,92.95254787041235
1977,WEU,720.9940149777085
1977,JPK,179.58021335896993
1977,ANZ,37.43242438963897
1977,EEU,260.1410065824326
1977,FSU,654.8222804010471
1977,MDE,116.05235986766144
1977,CAM,62.35660116512276
1977,LAM,133.31115766020466
1977,SAS,63.04296480435971
1977,SEA,40.941915846164754
1977,CHI,107.77466892920809
1977,MAF,32.365143260888466
1977,SSA,90.91913308138815
1977,SIS,23.993581567739035
1978,USA,1051.2257795115977
1978,CAN,95.33423300020095
1978,WEU,729.4277148459283
1978,JPK,184.67316034639398
1978,ANZ,38.24004577668636
1978,EEU,269.2578089277822
1978,FSU,680.482236068438
1978,MDE,123.67340159925456
1978,CAM,67.83552845825523
1978,LAM,138.9082382447936
1978,SAS,67.48865950289134
1978,SEA,43.2995330493652
1978,CHI,114.96294184331056
1978,MAF,34.8003186253991
1978,SSA,95.29980937491148
1978,SIS,25.23228138511089
1979,USA,1059.8278240604557
1979,CAN,97.77694307430157
1979,WEU,737.9600664255211
1979,JPK,189.91054478898945
1979,ANZ,39.06509195829224
1979,EEU,278.69411524559695
1979,FSU,707.1477062770401
1979,MDE,131.79490947510288
1979,CAM,73.79585858160196
1979,LAM,144.74031274602257
1979,SAS,72.24785787965075
1979,SEA,45.79291231357207
1979,CHI,122.63065271812305
1979,MAF,37.41871823854408
1979,SSA,99.89155592546703
1979,SIS,26.534930689691446
1980,USA,1046.4309658467641
1980,CAN,96.02717183482376
1980,WEU,712.697273346802
1980,JPK,191.2918544706258
1980,ANZ,40.88032261556216
1980,EEU,274.2770824748135
1980,FSU,705.815843672455
1980,MDE,144.7496506812212
1980,CAM,79.01978500298809
1980,LAM,154.1926510791489
1980,SAS,76.12566214733525
1980,SEA,48.746859889981316
1980,CHI,122.63811300644312
1980,MAF,39.367132912681384
1980,SSA,105.5596956165175
1980,SIS,26.516921983335006
1981,USA,1047.700293118667
1981,CAN,94.43401003390427
1981,WEU,699.4426311875802
1981,JPK,198.81794119831184
1981,ANZ,43.045413500955654
1981,EEU,265.0070932658087
1981,FSU,713.1728486077302
1981,MDE,154.1732924946796
1981,CAM,79.7669982306842
1981,LAM,155.2539761463349
1981,SAS,85.14100962057293
1981,SEA,53.021168219013994
1981,CHI,133.7376541418911
1981,MAF,41.10055390631851
1981,SSA,108.62247351172546
1981,SIS,26.0459298014456
1982,USA,1048.9711600924475
1982,CAN,92.86727996553934
1982,WEU,686.4344969712666
1982,JPK,206.64013034807644
1982,ANZ,45.32517125397874
1982,EEU,256.0504102184404
1982,FSU,720.6065385906746
1982,MDE,164.21044200650152
1982,CAM,80.52127712690398
1982,LAM,156.32260643131409
1982,SAS,95.22401926935802
1982,SEA,57.670264005800284
1982,CHI,145.84177542291778
1982,MAF,42.910301218863516
1982,SSA,111.7741168435055
1982,SIS,25.583303358066125
1983,USA,1050.2435686357742
1983,CAN,91.32654310773742
1983,WEU,673.6682861783257
1983,JPK,214.77007161883125
1983,ANZ,47.72566882548105
1983,EEU,247.39644424261317
1983,FSU,728.1177129406565
1983,MDE,174.90104043085896
1983,CAM,81.28268850480042
1983,LAM,157.39859221670824
1983,SAS,106.50113131404575
1983,SEA,62.727010026648436
1983,CHI,159.041397839551
1983,MAF,44.79973566513252
1983,SSA,115.01720401162643
1983,SIS,25.12889406138656
1984,USA,1051.51752061858
1984,CAN,89.81136821391107
1984,WEU,661.1394995514618
1984,JPK,223.2198730491523
1984,ANZ,50.25330080003943
1984,EEU,239.03496413723184
1984,FSU,735.7071793086737
1984,MDE,186.28762927625397
1984,CAM,82.05129980931348
1984,LAM,158.4819841312401
1984,SAS,119.11375993369245
1984,SEA,68.22715058990396
1984,CHI,173.43567131851836
1984,MAF,46.77236604397118
1984,SSA,118.35438822723071
1984,SIS,24.682555958876833
1985,USA,1052.7930179130667
1985,CAN,88.32133119217272
1985,WEU,648.8437215099239
1985,JPK,232.00211904995612
1985,ANZ,52.914800430222975
1985,EEU,230.9560844943055
1985,FSU,743.3757537641986
1985,MDE,198.41551963257584
1985,CAM,82.8271791231443
1985,LAM,159.57283315211544
1985,SAS,133.22006658975408
1985,SEA,74.2095641995348
1985,CHI,189.1327194951549
1985,MAF,48.831855654315206
1985,SSA,121.78839968346026
1985,SIS,24.244145690408075
1986,USA,1054.070062393707
1986,CAN,86.85601498663286
1986,WEU,636.7766185933019
1986,JPK,241.12988914664382
1986,ANZ,55.71725757302152
1986,EEU,223.15025401186693
1986,FSU,751.1242608829268
1986,MDE,211.33297247925958
1986,CAM,83.6103951727859
1986,LAM,160.67119060742175
1986,SAS,148.99694335950886
1986,SEA,80.71653837321173
1986,CHI,206.25045189197775
1986,MAF,50.98202909816742
1986,SSA,125.32204778906248
1986,SIS,23.813522442206555
1987,USA,1055.3486559372475
1987,CAN,85.41500946066762
1987,WEU,624.9339379342637
1987,JPK,250.61677745862696
1987,ANZ,58.66813757621768
1987,EEU,215.60824420189073
1987,FSU,758.9535338354411
1987,MDE,225.09139073205313
1987,CAM,84.40101733461083
1987,LAM,161.7771081785435
1987,SAS,166.64223115006382
1987,SEA,87.79406855747314
1987,CHI,224.9174496046666
1987,MAF,53.22687938312465
1987,SSA,128.9582234668036
1987,SIS,23.390547901625407
1988,USA,1056.6288004227108
1988,CAN,83.99791128212307
1988,WEU,613.3115057596967
1988,JPK,260.4769129452451
1988,ANZ,61.77530116501299
1988,EEU,208.32113847986034
1988,FSU,766.8644144767987
1988,MDE,239.7455237926123
1988,CAM,85.19911564101655
1988,LAM,162.89063790259382
1988,SAS,186.37720060918997
1988,SEA,95.49218325289782
1988,CHI,245.27393114834373
1988,MAF,55.57057533764457
1988,SSA,132.6999015185695
1988,SIS,22.975086212719777
1989,USA,1057.9104977313998
1989,CAN,82.60432381042403
1989,WEU,601.9052259197254
1989,JPK,270.7249804482284
1989,ANZ,65.04702538188332
1989,EEU,201.28032162308475
1989,FSU,774.8577534370546
1989,MDE,255.35368541489558
1989,CAM,86.00476078662878
1989,LAM,164.01183217486303
1989,SAS,208.44932684343104
1989,SEA,103.86529764747779
1989,CHI,267.4728057191801
1989,MAF,58.017469352822815
1989,SSA,136.55014305908935
1989,SIS,22.56700393261099
1990,USA,1095.1612002330053
1990,CAN,86.02500780294174
1990,WEU,617.37299654676
1990,JPK,295.1294557543876
1990,ANZ,66.69687571423556
1990,EEU,198.5003700724513
1990,FSU,847.683348629314
1990,MDE,266.64322389059373
1990,CAM,86.84786413610176
1990,LAM,165.68383844473848
1990,SAS,229.66909087148431
1990,SEA,116.25021210004088
1990,CHI,295.9166174897393
1990,MAF,61.83285317184387
1990,SSA,137.70237243478692
1990,SIS,23.543334578533724
1991,USA,1110.1796866645516
1991,CAN,87.09298885347195
1991,WEU,612.8113973727628
1991,JPK,303.73678022883274
1991,ANZ,68.54519761627235
1991,EEU,190.67133038510454
1991,FSU,793.1176023034318
1991,MDE,282.90144600467306
1991,CAM,88.88154263624403
1991,LAM,174.5696060355834
1991,SAS,243.1173598368098
1991,SEA,127.94697480956219
1991,CHI,312.7771575649442
1991,MAF,63.74977610706931
1991,SSA,139.34286786996162
1991,SIS,24.414367837278643
1992,USA,1125.404759993601
1992,CAN,88.1743442234006
1992,WEU,608.2837799889147
1992,JPK,312.5956399934796
1992,ANZ,70.4448497065277
1992,EEU,183.1515323921478
1992,FSU,742.0700914728076
1992,MDE,300.15287875307456
1992,CAM,90.9632893400972
1992,LAM,183.9318411530743
1992,SAS,257.3534537140049
1992,SEA,140.82050705099155
1992,CHI,330.59442061789974
1992,MAF,65.72578711911707
1992,SSA,141.00273080027276
1992,SIS,25.31772729286832
1993,USA,1140.8393654017818
1993,CAN,89.26925857709297
1993,WEU,603.7899848829423
1993,JPK,321.7134349145075
1993,ANZ,72.39726405181749
1993,EEU,175.92877134271512
1993,FSU,694.313733991535
1993,MDE,318.4583385703184
1993,CAM,93.09416605167424
1993,LAM,193.79610943945622
1993,SAS,272.42368539185884
1993,SEA,154.9892359512466
1993,CHI,349.4223805096543
1993,MAF,67.76279524663228
1993,SSA,142.6822278792294
1993,SIS,26.25461421922168
1994,USA,1156.4863795906615
1994,CAN,90.37791944437369
1994,WEU,599.3297276612117
1994,JPK,331.0977433013038
1994,ANZ,74.40390833062125
1994,EEU,168.9912902796843
1994,FSU,649.6361743332124
1994,MDE,337.8823480449477
1994,CAM,95.27533826198773
1994,LAM,204.18936379878525
1994,SAS,288.3769302946061
1994,SEA,170.5834316324867
1994,CHI,369.3180431551341
1994,MAF,69.86265724545396
1994,SSA,144.3815740417594
1994,SIS,27.22627498929703
1995,USA,1171.5135335340408
1995,CAN,91.40159432893113
1995,WEU,595.2576447386803
1995,JPK,340.1192882447611
1995,ANZ,76.38362616766048
1995,EEU,162.56222085779328
1995,FSU,605.5423718778483
1995,MDE,357.60309347522025
1995,CAM,97.35824588944955
1995,LAM,214.72515111995605
1995,SAS,304.7084498441714
1995,SEA,187.20524451614097
1995,CHI,391.1292102448476
1995,MAF,71.83258082419098
1995,SSA,145.80306833802243
1995,SIS,28.179638384876007
1996,USA,1203.3386661017641
1996,CAN,92.09819470278184
1996,WEU,593.303300324239
1996,JPK,356.71501984117594
1996,ANZ,78.07361306227273
1996,EEU,163.94442424020053
1996,FSU,604.4225945198078
1996,MDE,378.2114556547508
1996,CAM,102.40977204670521
1996,LAM,223.26605566159657
1996,SAS,326.4205135533984
1996,SEA,204.15679425923474
1996,CHI,408.21339543396414
1996,MAF,76.98292217687481
1996,SSA,151.72360037115152
1996,SIS,29.87238526123507
1997,USA,1275.0753147760809
1997,CAN,96.58657506650762
1997,WEU,596.316550000999
1997,JPK,362.83398644652266
1997,ANZ,79.53983461820685
1997,EEU,164.54868797971744
1997,FSU,630.3937428283518
1997,MDE,400.18926522873494
1997,CAM,109.32243812370386
1997,LAM,235.5137764018545
1997,SAS,342.0208027140262
1997,SEA,216.55499818586745
1997,CHI,424.5889046279859
1997,MAF,79.2586723059901
1997,SSA,155.4020774923402
1997,SIS,31.366558592413956
1998,USA,1318.8079062597035
1998,CAN,100.15293390527412
1998,WEU,600.3761956719964
1998,JPK,371.8358311188239
1998,ANZ,82.09837181757968
1998,EEU,165.40276135851923
1998,FSU,649.7283040000649
1998,MDE,428.1927134773109
1998,CAM,116.69337035742278
1998,LAM,248.63438415559995
1998,SAS,357.72584078050136
1998,SEA,231.08355093144655
1998,CHI,442.6502957284201
1998,MAF,82.44092584657766
1998,SSA,158.4281335685233
1998,SIS,33.74008282130654
1999,USA,1362.2643244503731
1999,CAN,102.674613967955
1999,WEU,605.8505447083992
1999,JPK,366.38368896868604
1999,ANZ,85.25962265607058
1999,EEU,165.32981639085986
1999,FSU,635.8993352414863
1999,MDE,447.10917859922466
1999,CAM,122.15031425324044
1999,LAM,251.40628409788053
1999,SAS,376.6594175641122
1999,SEA,227.12293236177936
1999,CHI,451.74588453087443
1999,MAF,86.73896522863735
1999,SSA,158.2768353613607
1999,SIS,35.57984877080857
2000,USA,1404.2414712911022
2000,CAN,106.40689113485224
2000,WEU,609.9918011656921
2000,JPK,372.14815623028596
2000,ANZ,88.36393414174304
2000,EEU,165.48345480393877
2000,FSU,665.0233478345344
2000,MDE,447.3907417545415
2000,CAM,126.33989578971224
2000,LAM,247.40403198271827
2000,SAS,400.1324186102805
2000,SEA,238.40432873315248
2000,CHI,465.92123117395124
2000,MAF,90.70853607915214
2000,SSA,159.6088823234187
2000,SIS,37.06033340780133
2001,USA,1456.3511708519975
2001,CAN,110.22989268162857
2001,WEU,619.4377110521134
2001,JPK,379.8971104240735
2001,ANZ,90.73514122704361
2001,EEU,167.83062502634672
2001,FSU,726.0915130524728
2001,MDE,474.1333316457358
2001,CAM,128.86084767561488
2001,LAM,254.3594058028724
2001,SAS,421.28305130830853
2001,SEA,253.953231122267
2001,CHI,489.6489835106534
2001,MAF,93.61705140827986
2001,SSA,162.08549088231365
2001,SIS,39.672583333220466
2002,USA,1472.689493253726
2002,CAN,111.98823308697074
2002,WEU,621.2716402664149
2002,JPK,387.5068642214354
2002,ANZ,92.52414432827362
2002,EEU,167.7635553955906
2002,FSU,749.2025297148697
2002,MDE,484.98831048609
2002,CAM,131.35010718039393
2002,LAM,259.4023120696367
2002,SAS,438.3824660712107
2002,SEA,267.8939026829457
2002,CHI,497.8966330352445
2002,MAF,95.39269147120716
2002,SSA,164.9818322939321
2002,SIS,40.53551595645578
2003,USA,1487.613122006782
2003,CAN,113.5778585624021
2003,WEU,623.450407727836
2003,JPK,394.9576953891357
2003,ANZ,94.22573055242546
2003,EEU,168.23695131920292
2003,FSU,771.5199763244522
2003,MDE,496.0998832251239
2003,CAM,133.80332759991495
2003,LAM,264.34274422616966
2003,SAS,454.81894663551185
2003,SEA,281.38019131424187
2003,CHI,506.6272989089331
2003,MAF,97.1236621484585
2003,SSA,167.8253797638778
2003,SIS,41.392418189787456
2004,USA,1501.0594795852776
2004,CAN,114.98953418239016
2004,WEU,625.9835915017335
2004,JPK,401.9738366367581
2004,ANZ,95.83280314897107
2004,EEU,169.25976702834438
2004,FSU,792.9374718132094
2004,MDE,507.46836158365625
2004,CAM,136.21606954528397
2004,LAM,269.16974252654575
2004,SAS,470.46687091277613
2004,SEA,294.2712525542962
2004,CHI,515.8654177057242
2004,MAF,98.80472798534772
2004,SSA,170.61583653436588
2004,SIS,42.24227955199865
2005,USA,1512.9851724579835
2005,CAN,116.21831342354731
2005,WEU,628.8753063444028
2005,JPK,408.4983827638925
2005,ANZ,97.33847115772122
2005,EEU,170.84133154195695
2005,FSU,813.3112074781893
2005,MDE,519.0989020706917
2005,CAM,138.5838528614393
2005,LAM,273.8778176921843
2005,SAS,485.2032678574681
2005,SEA,306.42123183245843
2005,CHI,525.6312841884646
2005,MAF,100.4315331050168
2005,SSA,173.34284092783466
2005,SIS,43.08329688277603
2006,USA,1523.350843682081
2006,CAN,117.25432979741905
2006,WEU,632.1303373805825
2006,JPK,414.4983516307966
2006,ANZ,98.74099994426237
2006,EEU,172.99640944073641
2006,FSU,832.5467808456981
2006,MDE,530.9861285114056
2006,CAM,140.90217013457774
2006,LAM,278.45343494047427
2006,SAS,498.91409678945877
2006,SEA,317.6905040630642
2006,CHI,535.9416419695451
2006,MAF,102.00075948601408
2006,SSA,176.00444825462407
2006,SIS,43.91403251554784
2007,USA,1532.1226901653786
2007,CAN,118.09448142428295
2007,WEU,635.7477215001544
2007,JPK,419.9469179913543
2007,ANZ,100.03122836137723
2007,EEU,175.74554923728897
2007,FSU,850.5300795550821
2007,MDE,543.1347914049504
2007,CAM,143.16220767457506
2007,LAM,282.88594113213856
2007,SAS,511.47648053162334
2007,SEA,327.9485629024697
2007,CHI,546.8306188923641
2007,MAF,103.50612040789032
2007,SSA,178.59189491146384
2007,SIS,44.73300158017006
2008,USA,1539.2866246363515
