time,5,cbox
1950,1,296.002949511
1950,2,5.52417779186
1950,3,6.65150094285
1950,4,2.39635475726
1950,5,0.17501699667
1951,1,296.1427755460992
1951,2,5.7240975906603895
1951,3,6.9064075638623
1951,4,2.5283547651139227
1951,5,0.21371166298901917
1952,1,296.28576111056583
1952,2,5.92832821852827
1952,3,7.1656699742689725
1952,4,2.6588900455223734
1952,5,0.23961157168459596
1953,1,296.4321088487292
1953,2,6.1371695767504395
1953,3,7.429728524792363
1953,4,2.788433974392488
1953,5,0.2579069478511894
1954,1,296.58204323555134
1954,2,6.350954327165536
1954,3,7.69907139243901
1954,4,2.9174748671406125
1954,5,0.27176261493402304
1955,1,296.73581430475986
1955,2,6.570053537626833
1955,3,7.974243115486681
1955,4,3.0465222947301767
1955,5,0.2831177959738527
1956,1,296.8937022163666
1956,2,6.794883603298797
1956,3,8.25585508009292
1956,4,3.1761146530999227
1956,5,0.2931718632658929
1957,1,297.05602287534873
1957,2,7.02591476608462
1957,3,8.54459845362055
1957,4,3.306828321639096
1957,5,0.30267976900673843
1958,1,297.22313486884343
1958,2,7.263681639099313
1958,3,8.841260189936529
1958,4,3.439288834071179
1958,5,0.3121322472809185
1959,1,297.39544805956547
1959,2,7.50879625022553
1959,3,9.14674289673522
1959,4,3.5741845962250025
1959,5,0.3218663861086194
1960,1,297.57313650894827
1960,2,7.761506172436537
1960,3,9.461356632430778
1960,4,3.7117112234656653
1960,5,0.33190525410791427
1961,1,297.756200096958
1961,2,8.021790326137156
1961,3,9.784978539261898
1961,4,3.8517181919077053
1961,5,0.3421288573590461
1962,1,297.9449235610626
1962,2,8.290065932032908
1962,3,10.118188596235978
1962,4,3.9946113795096387
1962,5,0.3526835370257541
1963,1,298.13961087312646
1963,2,8.566778654422205
1963,3,10.461606343732207
1963,4,4.1408104669226375
1963,5,0.3636728492003859
1964,1,298.3405869130437
1964,2,8.852405097766852
1964,3,10.815894472195962
1964,4,4.2907513675106985
1964,5,0.37517568692755465
1965,1,298.5481993165529
1965,2,9.1474555643673
1965,3,11.181762791420141
1965,4,4.444888853517489
1965,5,0.3872574057535393
1966,1,298.7628205171513
1966,2,9.452477103064863
1966,3,11.559972624329832
1966,4,4.603699405475326
1966,5,0.39997672101981724
1967,1,298.9848500044001
1967,2,9.768056882467084
1967,3,11.951341674447233
1967,4,4.767684314974127
1967,5,0.41339005773816045
1968,1,299.2147168235802
1968,2,10.094825926200963
1968,3,12.35674942211482
1968,4,4.937373074313589
1968,5,0.4275543745771133
1969,1,299.45288234464596
1969,2,10.433463252195546
1969,3,12.777143111175288
1969,4,5.113327090396609
1969,5,0.4425290838489373
1970,1,299.6960079642022
1970,2,10.77879989753584
1970,3,13.204103490428416
1970,4,5.288768057657938
1970,5,0.45542716451987814
1971,1,299.94378793998015
1971,2,11.13034705947285
1971,3,13.636789821360145
1971,4,5.463137319062347
1971,5,0.46683051991496216
1972,1,300.19640739700475
1972,2,11.488372460420374
1972,3,14.075580939089468
1972,4,5.636852107459459
1972,5,0.4774696824677144
1973,1,300.45406093316217
1973,2,11.853157659912487
1973,3,14.520873911589321
1973,4,5.810324037538729
1973,5,0.487795029313305
1974,1,300.7169531776873
1974,2,12.22499887574885
1974,3,14.973085169692602
1974,4,5.983960500791806
1974,5,0.4980874444147878
1975,1,300.98529938591776
1975,2,12.604207858675453
1975,3,15.432651711201654
1975,4,6.158166050528145
1975,5,0.5085254664327541
1976,1,301.2593260728398
1976,2,12.991112824339014
1976,3,15.90003238432333
1976,4,6.333343782368924
1976,5,0.5192260458069703
1977,1,301.53927168813686
1977,2,13.386059446527575
1977,3,16.37570925603706
1977,4,6.509896715690238
1977,5,0.5302692971010143
1978,1,301.82538733564985
1978,2,13.789411916005129
1978,3,16.860189071418173
1978,4,6.688229181556858
1978,5,0.5417135462214238
1979,1,302.1179375403742
1979,2,14.201554069565839
1979,3,17.354004810385263
1979,4,6.868748222783293
1979,5,0.5536044935836948
1980,1,302.4104330658626
1980,2,14.612478285837767
1980,3,17.841057655320814
1980,4,7.03884962633324
1980,5,0.5607746567811853
1981,1,302.70501936932476
1981,2,15.025488618802392
1981,3,18.32671950739311
1981,4,7.203254398345091
1981,5,0.5667318713446408
1982,1,303.0019611912627
1982,2,15.44098662257045
1982,3,18.811660706293292
1982,4,7.362797085819403
1982,5,0.5721570419129645
1983,1,303.30154157900716
1983,2,15.859400910916953
1983,3,19.296587656962913
1983,4,7.518299766149828
1983,5,0.5774772402018096
1984,1,303.60406373279375
1984,2,16.281189922956827
1984,3,19.782246889692097
1984,4,7.670576309619547
1984,5,0.5829670005352297
1985,1,303.90985303369547
1985,2,16.706844960990427
1985,3,20.26942951336585
1985,4,7.820436748117582
1985,5,0.5888098985804779
1986,1,304.2192592725756
1986,2,17.136893529254365
1986,3,20.758976103756197
1986,4,7.96869178086222
1986,5,0.5951360553699063
1987,1,304.53265910129
1987,2,17.57190300540927
1987,3,21.25178207327575
1987,4,8.116157450129057
1987,5,0.602045055601081
1988,1,304.85045872965895
1988,2,18.012484680034145
1988,3,21.74880357362629
1988,4,8.263660022503112
1988,5,0.6096200373419581
1989,1,305.17309689427344
1989,2,18.459298203215205
1989,3,22.25106398834997
1989,4,8.412041114039406
1989,5,0.617936446972678
1990,1,305.5100650959398
1990,2,18.926928739883518
1990,3,22.781856691803867
1990,4,8.579503423866106
1990,5,0.6340037098169413
1991,1,305.84906597564844
1991,2,19.396400007951637
1991,3,23.310528283858144
1991,4,8.7413081346447
1991,5,0.645312595843687
1992,1,306.1906465702545
1992,2,19.868548538674325
1992,3,23.838453787635405
1992,4,8.89883044117449
1992,5,0.6541561780210818
1993,1,306.5353589405405
1993,2,20.344216291102658
1993,3,24.36700213644113
1993,4,9.053376639097808
1993,5,0.6619291399686829
1994,1,306.8837624841033
1994,2,20.82425419543993
1994,3,24.89754194876562
1994,4,9.206192508752181
1994,5,0.6694830437657215
1995,1,307.2360789833502
1995,2,21.30899143297132
1995,3,25.430592419884974
1995,4,9.35780340298139
1995,5,0.6770746839300534
1996,1,307.5976918954127
1996,2,21.806697317431357
1996,3,25.979371436975587
1996,4,9.518630960419024
1996,5,0.6888303332284634
1997,1,307.9719401983241
1997,2,22.322473060966495
1997,3,26.55188690465728
1997,4,9.694569773674225
1997,5,0.7056800263749692
1998,1,308.35772909590224
1998,2,22.854584651035555
1998,3,27.145125334761232
1998,4,9.882651206936501
1998,5,0.7247772623879749
1999,1,308.7491793196081
1999,2,23.393942118714715
1999,3,27.744336525288034
1999,4,10.070875304847512
1999,5,0.7407151877977423
2000,1,309.149457553027
2000,2,23.945397351278338
2000,3,28.357235219609187
2000,4,10.265323693549792
2000,5,0.7571728049132509
2001,1,309.56430409857074
2001,2,24.5177483018934
2001,3,28.997767670786452
2001,4,10.476679841978562
2001,5,0.7783612482218321
2002,1,309.9858855210464
2002,2,25.098886047056325
2002,3,29.6462806595022
2002,4,10.688913564528143
2002,5,0.7963933632830649
2003,1,310.4140543952605
2003,2,25.688559606042794
2003,3,30.302304173282693
2003,4,10.901691218160716
2003,5,0.8123976644952597
2004,1,310.84862556699096
2004,2,26.286460643924183
2004,3,30.96528163699546
2004,4,11.114625663991584
2004,5,0.8270296081110361
2005,1,311.2893788360676
2005,2,26.892227757167603
2005,3,31.634577679253663
2005,4,11.327284483109828
2005,5,0.8406597900222694
2006,1,311.7360691531121
2006,2,27.505462306920972
2006,3,32.30950428973474
2006,4,11.539212172398543
2006,5,0.8534938732241852
2007,1,312.1884252668663
2007,2,28.12572644041516
2007,3,32.98931819607931
2007,4,11.7499288619713
2007,5,0.8656364433367336
2008,1,312.64615621266256
2008,2,28.75255318110492
2008,3,33.673237577271905
2008,4,11.95894418499692
2008,5,0.8771357705838898
2009,1,313.1089448301403
2009,2,29.385436536045344
2009,3,34.360426624674496
2009,4,12.16574541142703
2009,5,0.8880009818033996
2010,1,313.5764609341853
2010,2,30.023851866210926
2010,3,35.05002868745562
2010,4,12.369824054266058
2010,5,0.898227593661016
2011,1,314.0490956453644
2011,2,30.668385676921122
2011,3,35.742974134954636
2011,4,12.572087801091037
2011,5,0.9083677374007251
2012,1,314.5296263951735
2012,2,31.323294107585433
2012,3,36.44605484465453
2012,4,12.777981545621007
2012,5,0.9205919213420453
2013,1,315.0182967539456
2013,2,31.988923340903206
2013,3,37.15973433256622
2013,4,12.987766321985557
2013,5,0.9342675013562336
2014,1,315.5153545034042
2014,2,32.66562508627738
2014,3,37.88448025960328
2014,4,13.201696351083305
2014,5,0.949013998913796
2015,1,316.02105551067655
2015,2,33.35376252463053
2015,3,38.62077391197887
2015,4,13.420026879825556
2015,5,0.9646068616625932
2016,1,316.5356566727087
2016,2,34.05369942210015
2016,3,39.36909265072452
2016,4,13.64300055409064
2016,5,0.9809106838845816
2017,1,317.05942344142744
2017,2,34.76581170560111
2017,3,40.129928487852254
2017,4,13.870862610046846
2017,5,0.9978499186147268
2018,1,317.5926246433966
2018,2,35.49047945961134
2018,3,40.90377513808464
2018,4,14.103850763977702
2018,5,1.0153813401771061
2019,1,318.13553291793744
2019,2,36.22808758876565
2019,3,41.69112907445014
2019,4,14.342196484408591
2019,5,1.0334816637643
2020,1,318.6884296611126
2020,2,36.97903341072468
2020,3,42.49250166106646
2020,4,14.586134856683238
2020,5,1.052143502381701
2021,1,319.25160366213106
2021,2,37.743724524187385
2021,3,43.30841559672093
2021,4,14.83590175404761
2021,5,1.0713680626261382
2022,1,319.82538273026796
2022,2,38.52262743740766
2022,3,44.1394826136096
2022,4,15.091794613639623
2022,5,1.0911860917711573
2023,1,320.41010102330466
2023,2,39.31621714219375
2023,3,44.98632185997429
2023,4,15.35410608961423
2023,5,1.1116211224471189
2024,1,321.00610286186367
2024,2,40.12498295877762
2024,3,45.84956918969235
2024,4,15.62313166164005
2024,5,1.132695245486029
2025,1,321.6137404171527
2025,2,40.94942493908005
2025,3,46.72987124633626
2025,4,15.89916502684044
2025,5,1.1544278985665035
2026,1,322.2330382377791
2026,2,41.789537724594126
2026,3,47.62705953819829
2026,4,16.181853060883036
2026,5,1.1765788538516162
