date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
2021-12-11,US,64233,490,,810335,48662553,761721,,691202643
2021-12-12,US,49053,294,,1361115,48711606,762015,,692563758
2021-12-13,US,181764,1257,,1972370,48893370,763308,,694536128
2021-12-14,US,118734,1882,,2123232,49013829,765190,,696659360
2021-12-15,US,138980,1665,,2094633,49153649,767085,,698753993
2021-12-16,US,151663,1089,,1995986,49306659,768175,,700749979
2021-12-17,US,160892,1852,,1483232,49467551,770241,,702233211
2021-12-18,US,89395,597,,1040910,49556946,770838,,703274121
2021-12-19,US,77879,266,,1578182,49634825,771104,,704852303
2021-12-20,US,246896,1346,,2218970,49881721,772518,,707071273
2021-12-21,US,187686,2227,,2420469,50069407,774760,,709491742
2021-12-22,US,227703,1541,,2406280,50297110,776577,,711898022
2021-12-23,US,256022,996,,1787193,50553753,779736,,713685215
2021-12-24,US,241513,1355,,947337,50795266,781091,,714632552
2021-12-25,US,133088,267,,968032,50928354,781358,,715600584
2021-12-26,US,155209,239,,1718188,51083563,781597,,717318772
2021-12-27,US,422385,1621,,2314739,51505948,783542,,719633511
2021-12-28,US,360253,2084,,2344159,51866201,785626,,721977670
2021-12-29,US,455803,1537,,2363780,52322004,787395,,724341450
2021-12-30,US,557592,1302,,2017702,52879596,788697,,726359152
2021-12-31,US,469704,1335,,1260066,53349300,790032,,727619218
2022-01-01,US,303427,433,,1346665,53652727,790465,,728965883
2022-01-02,US,306948,306,,2260395,53959675,790771,,731226278
2022-01-03,US,873703,1452,,2948453,54833378,792395,,734174731
2022-01-04,US,690348,2751,,3201706,55523726,795146,,737376437
2022-01-05,US,697481,1620,,3180906,56221207,796931,,740557343
2022-01-06,US,764809,1998,,2916144,56986016,798929,,743473487
2022-01-07,US,867858,2341,,2200197,57853874,801406,,745673684
2022-01-08,US,449198,869,,1657732,58303072,802275,,747331416
2022-01-09,US,369858,599,,2139299,58672930,802874,,749470715
2022-01-10,US,1235521,1802,,2690654,59908451,804676,,752161369
2022-01-11,US,791928,3089,,2931705,60700379,807765,,755093074
2022-01-12,US,831735,2081,,3023212,61532114,810128,,758116286
2022-01-13,US,892398,2050,,2827437,62424512,812178,,760943723
2022-01-14,US,851859,2849,,2065215,63322942,815167,,763008938
2022-01-15,US,475180,1399,,1374825,63798122,816566,,764383763
2022-01-16,US,358114,709,,1737047,64156236,817275,,766120810
2022-01-17,US,956196,1224,,2595265,65112432,818499,,768716075
2022-01-18,US,852152,2509,,2959222,65964584,821008,,771675297
2022-01-19,US,775345,2750,,2794522,66739929,824166,,774469819
2022-01-20,US,767762,2780,,2478009,67507691,826946,,776947828
2022-01-21,US,778130,3800,,1748873,68285821,830825,,778696701
2022-01-22,US,334931,1260,,1145237,68620752,832085,,779841938
2022-01-23,US,291132,808,,1562060,68911884,832893,,781403998
2022-01-24,US,1004031,2587,,1945061,69915915,835480,,783349059
2022-01-25,US,492973,3417,,2090558,70408888,838897,,785439617
2022-01-26,US,542492,3031,,2045471,70951380,842196,,787485088
2022-01-27,US,567678,2769,,1887026,71519058,844965,,789372114
2022-01-28,US,526276,3520,,1226022,72045334,848606,,790598136
2022-01-29,US,224041,1543,,763787,72269375,850149,,791361923
2022-01-30,US,151980,799,,1247184,72421355,850948,,792609107
2022-01-31,US,571752,2557,,1772758,72993107,853576,,794381865
2022-02-01,US,296863,4133,,1892140,73289970,857709,,796274005
2022-02-02,US,303127,3109,,1600726,73593097,860818,,797874731
2022-02-03,US,349511,2659,,1482899,73942608,863477,,799357630
2022-02-04,US,268148,3412,,1118504,74224337,866889,,800476134
2022-02-05,US,105884,1266,,632971,74330221,868155,,801109105
2022-02-06,US,93097,615,,1251055,74423318,868770,,802360160
2022-02-07,US,293776,3145,,1647523,74727594,871915,,804007683
2022-02-08,US,197003,3694,,1562114,74924597,875609,,805569797
2022-02-09,US,194149,2944,,1470496,75118746,878553,,807040293
2022-02-10,US,166484,2543,,1405626,75285230,881096,,808445919
2022-02-11,US,155554,2906,,887709,75440784,884002,,809333628
2022-02-12,US,68978,986,,499705,75509762,884988,,809833333
2022-02-13,US,45559,666,,984801,75555321,885654,,810818134
2022-02-14,US,173739,2867,,1579440,75729060,888521,,812397574
2022-02-15,US,108373,3003,,1641067,75837433,891886,,814038641
2022-02-16,US,105547,2649,,1520156,75942980,894535,,815558797
2022-02-17,US,98798,2264,,1367808,76041778,896799,,816926605
2022-02-18,US,103932,2319,,898982,76146386,899118,,817825587
2022-02-19,US,41768,725,,459495,76188154,899843,,818285082
2022-02-20,US,29518,551,,716286,76217672,900394,,819001368
2022-02-21,US,47961,1074,,1222936,76265633,901468,,820224304
2022-02-22,US,115069,3248,,1378191,76380702,904716,,821602495
2022-02-23,US,73235,2576,,1236642,76453937,907292,,822839137
2022-02-24,US,74056,2446,,1132354,76527993,909738,,823971491
2022-02-25,US,75095,2346,,703980,76603088,912084,,824675471
2022-02-26,US,26249,580,,423505,76629337,912664,,825098976
2022-02-27,US,16373,335,,895604,76645710,912999,,825994580
2022-02-28,US,71582,2181,,1277396,76721814,915180,,827271976
2022-03-01,US,42000,1956,,1245596,76785666,917136,,828517572
2022-03-02,US,52348,1758,,1208825,76838014,918656,,829726397
2022-03-03,US,51202,1355,,1069972,76889216,920011,,830796369
2022-03-04,US,42787,1567,,668454,76933753,921578,,831464823
2022-03-05,US,14713,325,,355495,76948466,921903,,831820318
2022-03-06,US,6983,339,,793308,76955449,922242,,832613626
2022-03-07,US,55164,1504,,1208911,77012824,923746,,833822537
2022-03-08,US,29794,1743,,1139611,77043590,925489,,834962148
2022-03-09,US,45476,1967,,1014754,77089996,927456,,835976902
2022-03-10,US,38718,1259,,1001283,77128714,928715,,836978185
2022-03-11,US,36892,1438,,633109,77165710,930153,,837611294
2022-03-12,US,12370,508,,352023,77178080,930661,,837963317
2022-03-13,US,7600,180,,795472,77185680,930841,,838758789
2022-03-14,US,37513,1318,,1225768,77245848,928380,,839984557
2022-03-15,US,23851,1407,,1198666,77269699,929787,,841183223
2022-03-16,US,37418,1488,,1106967,77307117,931275,,842290190
2022-03-17,US,32672,1054,,1010778,77339789,932329,,843300968
2022-03-18,US,30322,967,,612968,77370936,933296,,843913936
2022-03-19,US,10108,201,,354700,77381044,933497,,844268636
2022-03-20,US,8023,152,,778352,77389067,933649,,845046988
2022-03-21,US,38317,772,,1145416,77427384,934421,,846192404
2022-03-22,US,23681,919,,1108108,77451065,935340,,847300512
2022-03-23,US,34662,1248,,990837,77495370,936588,,848291349
2022-03-24,US,31838,892,,971421,77530547,937480,,849262770
2022-03-25,US,27804,771,,628796,77559376,938251,,849891566
2022-03-26,US,10044,180,,336071,77572505,938431,,850227637
2022-03-27,US,7565,88,,706971,77580070,938519,,850934608
2022-03-28,US,31942,685,,1054119,77612012,939204,,851988727
2022-03-29,US,20755,730,,1057428,77634718,939934,,853046155
2022-03-30,US,37177,1173,,953752,77680958,941107,,853999907
2022-03-31,US,33883,707,,916164,77720577,941814,,854916071
2022-04-01,US,27638,585,,596843,77749073,942399,,855512914
2022-04-02,US,10585,148,,315955,77760754,942547,,855828869
2022-04-03,US,7368,115,,695601,77768122,942662,,856524470
2022-04-04,US,26620,355,,1075474,77794742,943017,,857599944
2022-04-05,US,31720,650,,998924,77826462,943535,,858598868
2022-04-06,US,41028,940,,940688,77867490,944475,,859539556
2022-04-07,US,31803,522,,916004,77899996,944997,,860455560
2022-04-08,US,42009,878,,593723,77943628,945875,,861049283
2022-04-09,US,14391,147,,316657,77958639,946022,,861365940
2022-04-10,US,12498,66,,682939,77971137,946088,,862048879
2022-04-11,US,33669,324,,964748,78004931,946412,,863013627
2022-04-12,US,26112,430,,916567,78031467,947144,,863930194
2022-04-13,US,44359,608,,822990,78076410,947752,,864753184
2022-04-14,US,61413,569,,708209,78138382,948458,,865461393
2022-04-15,US,44069,532,,458731,78182451,948990,,865920124
2022-04-16,US,16824,49,,268695,78199275,949039,,866188819
2022-04-17,US,16906,47,,564676,78216181,949086,,866753495
2022-04-18,US,35261,365,,807149,78251442,949451,,867560644
2022-04-19,US,50912,424,,825968,78302354,949873,,868386612
2022-04-20,US,57626,538,,775971,78359980,950411,,869162583
2022-04-21,US,50242,480,,762571,78410222,951069,,869925154
2022-04-22,US,70592,544,,503314,78482061,951386,,870428468
2022-04-23,US,27452,72,,290581,78509995,951458,,870719049
2022-04-24,US,19720,55,,742942,78529715,951513,,871461991
2022-04-25,US,50692,192,,1139599,78581707,951742,,872601590
2022-04-26,US,62626,360,,1088047,78644333,952122,,873689637
2022-04-27,US,76527,728,,1003854,78721551,952850,,874693491
2022-04-28,US,62055,282,,985731,78784855,953132,,875679222
2022-04-29,US,86220,480,,614377,78871075,953612,,876293599
2022-04-30,US,31142,96,,330914,78902217,953708,,876624513
2022-05-01,US,24000,129,,666460,78926217,953837,,877290973
2022-05-02,US,62260,185,,1014708,78989544,954022,,878305681
2022-05-03,US,72070,643,,1001316,79061614,954665,,879306997
2022-05-04,US,101032,808,,964416,79162646,955473,,880271413
2022-05-05,US,81307,297,,946060,79243953,955770,,881217473
2022-05-06,US,102585,488,,655648,79346538,956258,,881873121
2022-05-07,US,33151,65,,356300,79379689,956323,,882229421
2022-05-08,US,19133,59,,721756,79398822,956382,,882951177
2022-05-09,US,106748,181,,1108442,79505570,956563,,884059619
2022-05-10,US,97352,386,,1113239,79602922,956949,,885172858
2022-05-11,US,127097,571,,1023457,79730019,957520,,886196315
2022-05-12,US,100763,263,,950937,79830782,957783,,887147252
2022-05-13,US,121570,433,,695250,79954525,958216,,887842502
2022-05-14,US,33501,82,,378370,79988026,958298,,888220872
2022-05-15,US,43508,58,,777503,80031534,958356,,888998375
2022-05-16,US,114523,221,,1125933,80154679,958577,,890124308
2022-05-17,US,124229,364,,1145282,80278908,958941,,891269590
2022-05-18,US,145870,608,,1089190,80424778,959549,,892358780
2022-05-19,US,112039,250,,1059152,80536817,959799,,893417932
2022-05-20,US,157304,481,,729254,80694121,960280,,894147186
2022-05-21,US,41370,107,,415291,80735491,960387,,894562477
2022-05-22,US,36508,68,,779373,80771999,960455,,895341850
2022-05-23,US,109747,219,,1148599,80881746,960828,,896490449
2022-05-24,US,129960,465,,1123987,81011706,961293,,897614436
2022-05-25,US,156271,704,,1011065,81167977,961997,,898625501
2022-05-26,US,113176,315,,833741,81281153,962312,,899459242
2022-05-27,US,153263,448,,582970,81434416,962893,,900042212
2022-05-28,US,41366,99,,347594,81475782,962992,,900389806
2022-05-29,US,29437,50,,298741,81505219,963042,,900688547
2022-05-30,US,54643,82,,722776,81559862,963124,,901411323
2022-05-31,US,155168,353,,1068464,81715030,963477,,902479787
2022-06-01,US,140135,572,,1108080,81855165,964049,,903587867
2022-06-02,US,111759,355,,948606,81966924,964404,,904536473
2022-06-03,US,146857,463,,634948,82113781,964867,,905171421
2022-06-04,US,52832,93,,384629,82166613,964960,,905556050
2022-06-05,US,37984,116,,658412,82204597,965076,,906214462
2022-06-06,US,98722,275,,943386,82303319,965351,,907157848
2022-06-07,US,148431,452,,799750,82451750,965813,,907957598
2022-06-08,US,148324,650,,524308,82600074,966463,,908481906
2022-06-09,US,106375,252,,521945,82706449,966715,,909003851
2022-06-10,US,151580,391,,431764,82858029,967106,,909435615
2022-06-11,US,40598,150,,350945,82898627,967256,,909786560
2022-06-12,US,34158,85,,557233,82932785,967341,,910343793
2022-06-13,US,91329,270,,695355,83024114,967599,,911039148
2022-06-14,US,135405,402,,603464,83159519,968001,,911642612
2022-06-15,US,144115,555,,472612,83303634,968556,,912115224
2022-06-16,US,98452,297,,406474,83402086,968853,,912521698
2022-06-17,US,129200,398,,247426,83531286,969251,,912769124
2022-06-18,US,38723,106,,,83570009,969357,,
2022-06-19,US,33420,113,,,83603429,969470,,
2022-06-20,US,52054,145,,,83655483,969615,,
2022-06-21,US,184839,510,,,83840322,970125,,
2022-06-22,US,132691,612,,,83973013,970737,,
2022-06-23,US,104031,497,,,84077044,971234,,
2022-06-24,US,167937,466,,,84244981,971741,,
2022-06-25,US,48232,113,,,84293213,971854,,
2022-06-26,US,37892,73,,,84331105,971927,,
2022-06-27,US,95608,274,,,84426713,972201,,
2022-06-28,US,152460,596,,,84579173,972797,,
2022-06-29,US,148309,574,,,84727482,973371,,
2022-06-30,US,113210,472,,,84840692,973843,,
2022-07-01,US,172882,544,,,85016263,974387,,
2022-07-02,US,48823,124,,,85065086,974511,,
2022-07-03,US,34778,78,,,85099864,974589,,
2022-07-04,US,48084,132,,,85147948,974721,,
2022-07-05,US,168055,458,,,85316003,975179,,
2022-07-06,US,141238,593,,,85457241,975772,,
2022-07-07,US,116359,482,,,85573600,976254,,
2022-07-08,US,177420,534,,,85751020,976788,,
2022-07-09,US,54610,114,,,85805630,976902,,
2022-07-10,US,45957,104,,,85851587,977006,,
2022-07-11,US,118913,284,,,85970500,977290,,
2022-07-12,US,181486,653,,,86151986,977943,,
2022-07-13,US,152779,706,,,86304765,978649,,
2022-07-14,US,137454,458,,,86442219,979107,,
2022-07-15,US,187924,473,,,86630143,979580,,
2022-07-16,US,55219,152,,,86685362,979732,,
2022-07-17,US,45192,156,,,86730554,979888,,
2022-07-18,US,105796,339,,,86836350,980227,,
2022-07-19,US,174565,700,,,87010915,980927,,
2022-07-20,US,157933,661,,,87168848,981588,,
2022-07-21,US,146939,488,,,87315787,982076,,
2022-07-22,US,185062,631,,,87525159,982707,,
2022-07-23,US,52999,160,,,87578158,982867,,
2022-07-24,US,44372,159,,,87622530,983026,,
2022-07-25,US,110320,276,,,87732850,983302,,
2022-07-26,US,165322,619,,,87898172,983921,,
2022-07-27,US,158900,681,,,88057072,984602,,
2022-07-28,US,143344,501,,,88200416,985103,,
2022-07-29,US,170478,640,,,88463032,985743,,
2022-07-30,US,37736,131,,,88500768,985874,,
2022-07-31,US,29472,102,,,88530240,985976,,
2022-08-01,US,123284,404,,,88653524,986380,,
2022-08-02,US,157192,686,,,88810716,987066,,
2022-08-03,US,148668,699,,,88959384,987765,,
2022-08-04,US,132013,546,,,89091397,988311,,
2022-08-05,US,153049,605,,,89244446,988916,,
2022-08-06,US,33459,147,,,89277905,989063,,
2022-08-07,US,26739,115,,,89304644,989178,,
2022-08-08,US,103436,314,,,89408080,989492,,
2022-08-09,US,133815,780,,,89541895,990272,,
2022-08-10,US,137249,801,,,89679144,991038,,
2022-08-11,US,125313,569,,,89804457,991607,,
2022-08-12,US,139100,668,,,89943557,992275,,
2022-08-13,US,30823,116,,,89974380,992391,,
2022-08-14,US,21349,112,,,89995729,992503,,
2022-08-15,US,96180,315,,,90091909,992818,,
2022-08-16,US,124289,722,,,90216198,993540,,
2022-08-17,US,119235,746,,,90335433,994285,,
2022-08-18,US,113589,516,,,90449022,994801,,
2022-08-19,US,128421,600,,,90583545,995401,,
2022-08-20,US,27009,121,,,90610554,995522,,
2022-08-21,US,21653,94,,,90632207,995616,,
2022-08-22,US,85282,297,,,90717489,995913,,
2022-08-23,US,113367,655,,,90830856,996568,,
2022-08-24,US,129358,743,,,90960214,997311,,
2022-08-25,US,110591,521,,,91070805,997832,,
2022-08-26,US,114419,642,,,91185224,998474,,
2022-08-27,US,28010,127,,,91213234,998601,,
2022-08-28,US,20521,77,,,91233755,998678,,
2022-08-29,US,85037,278,,,91318792,998956,,
2022-08-30,US,113715,596,,,91432507,999552,,
2022-08-31,US,119296,739,,,91551803,1000382,,
2022-09-01,US,103514,470,,,91655317,1000852,,
2022-09-02,US,107155,487,,,91762472,1001366,,
2022-09-03,US,23473,74,,,91785945,1001440,,
2022-09-04,US,18516,61,,,91804461,1001501,,
2022-09-05,US,25041,101,,,91829502,1001602,,
2022-09-06,US,117514,503,,,91947016,1002105,,
2022-09-07,US,88923,641,,,92035939,1002746,,
2022-09-08,US,87686,425,,,92123625,1003171,,
2022-09-09,US,81861,544,,,92205486,1003715,,
2022-09-10,US,19715,51,,,92225201,1003766,,
2022-09-11,US,16742,10,,,92241943,1003776,,
2022-09-12,US,60728,213,,,92302671,1003989,,
2022-09-13,US,54413,460,,,92357092,1004449,,
2022-09-14,US,83403,705,,,92440495,1005195,,
