date,location_key,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,new_intensive_care_patients,cumulative_intensive_care_patients,current_intensive_care_patients,new_ventilator_patients,cumulative_ventilator_patients,current_ventilator_patients
2022-08-06,US,6261,5297133,37961,,,4532,,,
2022-08-07,US,5497,5302630,38040,,,4511,,,
2022-08-08,US,5400,5308030,38319,,,4529,,,
2022-08-09,US,6505,5314535,38477,,,4598,,,
2022-08-10,US,6541,5321076,38274,,,4632,,,
2022-08-11,US,6424,5327500,37896,,,4485,,,
2022-08-12,US,6298,5333798,37286,,,4473,,,
2022-08-13,US,5849,5339647,35822,,,4378,,,
2022-08-14,US,5135,5344782,36054,,,4398,,,
2022-08-15,US,5084,5349866,36799,,,4468,,,
2022-08-16,US,5959,5355825,36502,,,4466,,,
2022-08-17,US,6050,5361875,36273,,,4405,,,
2022-08-18,US,5853,5367728,35545,,,4388,,,
2022-08-19,US,5636,5373364,34935,,,4274,,,
2022-08-20,US,5508,5378872,33855,,,4222,,,
2022-08-21,US,5001,5383873,34061,,,4263,,,
2022-08-22,US,4944,5388817,34689,,,4262,,,
2022-08-23,US,5594,5394411,34443,,,4195,,,
2022-08-24,US,5648,5400059,34068,,,4104,,,
2022-08-25,US,5490,5405549,33518,,,4134,,,
2022-08-26,US,5506,5411055,33103,,,4147,,,
2022-08-27,US,5282,5416337,32073,,,4066,,,
2022-08-28,US,4632,5420969,32110,,,4012,,,
2022-08-29,US,4725,5425694,32544,,,4035,,,
2022-08-30,US,5401,5431095,32434,,,3939,,,
2022-08-31,US,5435,5436530,32419,,,3941,,,
2022-09-01,US,5138,5441668,31457,,,3893,,,
2022-09-02,US,4934,5446602,30878,,,3832,,,
2022-09-03,US,4754,5451356,29848,,,3676,,,
2022-09-04,US,4239,5455595,29694,,,3672,,,
2022-09-05,US,4180,5459775,30301,,,3760,,,
2022-09-06,US,4410,5464185,31038,,,3809,,,
2022-09-07,US,5006,5469191,30878,,,3838,,,
2022-09-08,US,4961,5474152,30419,,,3825,,,
2022-09-09,US,4825,5478977,29851,,,3776,,,
2022-09-10,US,4485,5483462,27947,,,3505,,,
2022-09-11,US,3881,5487343,28016,,,3505,,,
2022-09-12,US,3904,5491247,28277,,,3578,,,
2022-09-13,US,4376,5495623,27766,,,3486,,,
2022-09-14,US,4594,5500217,27360,,,3449,,,
2022-09-15,US,4595,5504812,27362,,,3449,,,
