date,I,R,D,V,H,I_0-9,I_10-19,I_20-29,I_30-39,I_40-49,I_50-59,I_60-69,I_70-79,N_0-9,N_10-19,N_20-29,N_30-39,N_40-49,N_50-59,N_60-69,N_70-79,N_80-89,N_90-99,N_100+,D_0-9,D_10-19,D_20-29,D_30-39,D_40-49,D_50-59,D_60-69,D_70-79,D_80-89,D_90-99,D_100+,H_0-9,H_10-19,H_20-29,H_30-39,H_40-49,H_50-59,H_60-69,H_70-79,H_80-89,H_90-99,H_100+,H_vac,H_unvac,D_vac,D_unvac,H_vac_0-9,H_vac_10-19,H_vac_20-29,H_vac_30-39,H_vac_40-49,H_vac_50-59,H_vac_60-69,H_vac_70-79,H_vac_80-89,H_vac_90-99,H_vac_100+,H_unvac_0-9,H_unvac_10-19,H_unvac_20-29,H_unvac_30-39,H_unvac_40-49,H_unvac_50-59,H_unvac_60-69,H_unvac_70-79,H_unvac_80-89,H_unvac_90-99,H_unvac_100+,D_vac_0-9,D_vac_10-19,D_vac_20-29,D_vac_30-39,D_vac_40-49,D_vac_50-59,D_vac_60-69,D_vac_70-79,D_vac_80-89,D_vac_90-99,D_vac_100+,D_unvac_0-9,D_unvac_10-19,D_unvac_20-29,D_unvac_30-39,D_unvac_40-49,D_unvac_50-59,D_unvac_60-69,D_unvac_70-79,D_unvac_80-89,D_unvac_90-99,D_unvac_100+
2021-12-15,1805660,47486969,749829,239082520,133263,253085.0,399905.0,524816.0,514135.0,428469.0,421530.0,312237.0,166839.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,91313,93483,101127,102063,90789,94027,88912,57816,24022,6052,219,16228,16614,17972,18139,16135,16710,15801,10275,4269,1075,39,95107,38156,535139,214690,11582,11857,12826,12945,11515,11926,11277,7333,3046,767,27,4646,4757,5145,5193,4619,4784,4524,2942,1222,308,11,65168,66717,72172,72840,64794,67105,63455,41262,17144,4319,156,26144,26766,28954,29222,25994,26921,25457,16554,6878,1733,62
2021-12-16,1829123,47629199,751064,239470966,123785,255612.0,407535.0,552549.0,535982.0,443910.0,432957.0,318691.0,169942.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,91463,93637,101293,102231,90938,94182,89059,57911,24062,6062,220,15074,15432,16694,16849,14987,15522,14678,9544,3965,999,36,88486,35299,536892,214172,10775,11031,11933,12044,10713,11095,10492,6822,2834,714,25,4298,4400,4760,4804,4274,4426,4185,2721,1130,284,10,65382,66936,72409,73079,65006,67325,63663,41397,17200,4333,157,26081,26701,28884,29152,25931,26856,25395,16514,6861,1728,62
2021-12-17,1847377,47781066,752704,239902202,121134,262266.0,418029.0,571131.0,552224.0,453402.0,441543.0,324499.0,172502.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,91663,93842,101514,102455,91137,94387,89253,58038,24114,6076,220,14751,15102,16336,16488,14666,15190,14363,9340,3880,977,35,86747,34387,539033,213671,10563,10815,11699,11807,10503,10877,10286,6688,2779,700,25,4187,4287,4637,4680,4163,4312,4077,2651,1101,277,10,65642,67202,72697,73370,65266,67593,63917,41562,17269,4351,157,26020,26639,28817,29084,25871,26793,25336,16475,6845,1724,62
2021-12-18,1797874,47848467,753276,240188989,120830,256993.0,412284.0,565223.0,544131.0,446669.0,434744.0,318767.0,169155.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,91733,93913,101592,102532,91206,94459,89321,58082,24132,6080,220,14714,15064,16295,16446,14630,15151,14327,9316,3871,975,35,86633,34197,540087,213189,10550,10800,11683,11792,10489,10863,10272,6679,2775,699,25,4164,4263,4612,4654,4140,4288,4054,2636,1095,276,10,65771,67334,72839,73514,65393,67726,64042,41644,17302,4359,158,25961,26578,28752,29018,25812,26733,25279,16438,6830,1720,62
2021-12-19,1815284,47897420,753544,240357675,120422,254233.0,411983.0,574239.0,549715.0,447569.0,433416.0,317024.0,168227.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,91765,93946,101628,102569,91239,94493,89353,58103,24141,6082,220,14664,15013,16240,16391,14580,15100,14279,9285,3858,972,35,86401,34021,540659,212885,10521,10771,11652,11760,10461,10834,10245,6662,2768,697,25,4143,4241,4588,4630,4119,4266,4034,2623,1089,274,9,65840,67405,72917,73592,65463,67797,64109,41688,17321,4364,158,25924,26541,28711,28977,25776,26695,25243,16414,6820,1718,62
2021-12-20,2050036,48078581,754829,240797422,119384,162837.0,218759.0,312067.0,305588.0,226835.0,196090.0,134828.0,65288.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,91922,94106,101801,102744,91394,94654,89505,58202,24182,6093,221,14538,14883,16100,16250,14455,14970,14156,9205,3824,963,34,85813,33571,542572,212257,10450,10698,11573,11680,10390,10760,10175,6616,2749,692,25,4088,4185,4527,4569,4064,4209,3980,2588,1075,270,9,66073,67644,73175,73852,65694,68037,64336,41835,17382,4379,158,25848,26462,28626,28891,25700,26616,25168,16366,6800,1713,62
2021-12-21,2054655,48202438,756654,241261568,117115,171591.0,236131.0,350337.0,339009.0,253410.0,218318.0,149552.0,72762.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,92144,94334,102047,102992,91615,94883,89721,58342,24241,6107,221,14262,14601,15794,15941,14180,14686,13887,9030,3752,945,34,84344,32771,544932,211722,10271,10515,11375,11480,10212,10576,10001,6503,2702,680,24,3990,4085,4419,4460,3967,4109,3885,2526,1049,264,9,66361,67938,73493,74173,65980,68333,64616,42017,17458,4398,159,25783,26396,28554,28818,25635,26549,25105,16325,6783,1709,62
2021-12-22,2195813,48329000,758108,241707304,114097,183614.0,274085.0,437585.0,411652.0,315776.0,267452.0,179484.0,87111.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,92321,94515,102243,103190,91791,95065,89894,58455,24287,6119,222,13894,14224,15387,15530,13814,14307,13529,8797,3655,921,33,82323,31774,546988,211120,10025,10263,11102,11205,9967,10323,9761,6347,2637,664,24,3869,3961,4285,4324,3847,3984,3767,2449,1017,256,9,66611,68194,73770,74453,66229,68591,64860,42176,17524,4415,160,25709,26321,28473,28736,25562,26474,25034,16278,6763,1704,61
2021-12-23,2345825,48463950,759251,242074800,111831,183322.0,279820.0,453652.0,424035.0,320515.0,269582.0,178556.0,86084.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,92460,94658,102397,103346,91930,95208,90029,58543,24324,6128,222,13618,13942,15082,15221,13540,14023,13260,8622,3582,902,32,80810,31021,548646,210605,9840,10074,10898,10999,9784,10133,9582,6230,2588,652,23,3777,3867,4183,4222,3756,3889,3678,2391,993,250,9,66813,68401,73994,74679,66430,68799,65056,42304,17577,4428,160,25647,26256,28403,28666,25500,26409,24972,16239,6747,1700,61
2021-12-24,2438459,48598320,761231,242177828,108122,220095.0,370018.0,610981.0,567075.0,442905.0,370435.0,243521.0,118838.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,92701,94905,102664,103615,92169,95457,90264,58695,24387,6144,223,13166,13479,14582,14717,13091,13558,12820,8336,3463,872,31,78163,29959,550310,210921,9518,9744,10541,10639,9463,9801,9268,6026,2504,630,22,3648,3735,4040,4077,3627,3756,3552,2310,959,241,8,67016,68608,74218,74905,66631,69007,65254,42432,17630,4442,161,25685,26296,28446,28709,25538,26449,25010,16263,6757,1702,61
2021-12-25,2398889,48662553,761721,242179931,107004,192842.0,314204.0,529001.0,488046.0,373830.0,311503.0,204163.0,99081.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,92761,94966,102731,103682,92229,95518,90322,58733,24403,6148,223,13030,13340,14431,14564,12956,13418,12688,8250,3428,863,31,77356,29648,550669,211052,9420,9644,10432,10529,9366,9700,9172,5964,2478,624,22,3610,3696,3998,4035,3589,3717,3515,2286,949,239,8,67059,68653,74267,74954,66675,69052,65296,42460,17641,4445,161,25701,26312,28463,28727,25554,26465,25025,16273,6761,1703,61
2021-12-26,2527166,48711606,762015,242312001,106268,211507.0,354708.0,626561.0,574921.0,446160.0,372119.0,241022.0,115139.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,92797,95002,102770,103722,92264,95555,90357,58756,24412,6151,223,12941,13248,14332,14464,12866,13325,12600,8193,3404,857,31,76866,29402,551182,210833,9360,9583,10366,10462,9306,9638,9114,5926,2462,620,22,3580,3665,3965,4002,3559,3686,3486,2267,941,237,8,67122,68717,74336,75024,66737,69117,65357,42499,17658,4449,161,25674,26285,28434,28697,25527,26438,24999,16256,6754,1701,61
2021-12-27,3034963,48893370,763308,242706357,104627,245813.0,405030.0,722474.0,660000.0,506310.0,422478.0,271012.0,129299.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,92954,95164,102945,103898,92421,95717,90510,58856,24454,6161,223,12741,13044,14110,14241,12668,13120,12406,8067,3351,844,30,75802,28825,553016,210292,9231,9450,10223,10317,9178,9505,8988,5844,2428,611,22,3510,3593,3887,3923,3490,3614,3417,2222,923,232,8,67345,68946,74583,75274,66959,69347,65575,42641,17717,4464,162,25609,26217,28361,28624,25462,26370,24935,16214,6737,1697,61
2021-12-28,3212625,49013829,765190,243140793,102636,245459.0,415982.0,765750.0,693461.0,537790.0,448457.0,286173.0,137465.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,93183,95398,103198,104154,92649,95953,90734,59001,24514,6176,224,12498,12795,13842,13970,12427,12870,12170,7913,3288,828,30,74492,28144,555372,209818,9071,9287,10046,10139,9019,9341,8833,5743,2386,601,21,3427,3508,3795,3830,3407,3529,3337,2170,901,227,8,67632,69240,74901,75594,67244,69642,65854,42822,17792,4483,162,25551,26158,28297,28559,25404,26310,24879,16178,6722,1693,61
2021-12-29,3624158,49153649,767085,243576219,100050,270734.0,465497.0,872658.0,784454.0,614344.0,513752.0,328853.0,157578.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,93414,95634,103454,104412,92878,96191,90958,59147,24575,6192,224,12183,12473,13493,13618,12114,12546,11863,7714,3205,807,29,72746,27304,557744,209341,8858,9069,9811,9901,8808,9122,8626,5609,2330,587,21,3325,3404,3682,3716,3305,3423,3237,2105,874,220,8,67921,69535,75221,75917,67531,69940,66135,43005,17868,4502,163,25493,26099,28233,28494,25347,26251,24823,16141,6706,1689,61
2021-12-30,4130529,49306659,768175,243979710,96109,282208.0,485986.0,907715.0,815621.0,640509.0,536796.0,342393.0,164174.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,93547,95770,103601,104560,93010,96327,91088,59231,24610,6200,225,11704,11982,12961,13081,11636,12051,11396,7410,3079,775,28,69996,26113,559462,208713,8524,8726,9440,9527,8475,8777,8299,5397,2242,565,20,3180,3255,3521,3554,3161,3274,3096,2013,836,210,7,68130,69749,75453,76151,67739,70155,66339,43138,17923,4516,163,25416,26020,28148,28409,25270,26172,24748,16093,6686,1684,61
2021-12-31,4351453,49467551,770241,244142417,92546,323057.0,573201.0,1064055.0,947997.0,760594.0,640673.0,411676.0,200913.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,93798,96028,103880,104842,93260,96586,91333,59390,24676,6217,225,11270,11538,12481,12596,11205,11605,10973,7135,2964,747,27,67446,25100,561341,208900,8213,8408,9096,9180,8166,8457,7997,5200,2160,544,19,3056,3129,3385,3416,3039,3147,2976,1935,804,202,7,68359,69984,75706,76407,67967,70391,66562,43283,17983,4531,164,25439,26044,28173,28434,25293,26195,24770,16107,6692,1686,61
2022-01-01,4399208,49556946,770838,244176515,91436,322394.0,568758.0,1065589.0,949733.0,761730.0,639698.0,409845.0,199817.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,93871,96102,103960,104923,93333,96661,91403,59436,24695,6222,225,11134,11399,12331,12445,11071,11465,10842,7050,2929,738,26,66646,24790,561855,208983,8116,8308,8988,9071,8069,8357,7902,5138,2135,537,19,3018,3090,3343,3374,3001,3108,2939,1911,794,200,7,68422,70048,75775,76477,68029,70455,66623,43322,18000,4535,164,25449,26054,28184,28445,25303,26206,24780,16113,6695,1686,61
2022-01-02,4631798,49634825,771104,244313405,90582,337667.0,596496.0,1114750.0,994697.0,802342.0,674772.0,431150.0,209486.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,93904,96136,103996,104959,93365,96695,91435,59457,24704,6224,225,11030,11293,12216,12329,10967,11358,10740,6984,2902,731,26,66061,24521,562364,208740,8044,8236,8909,8991,7998,8283,7833,5093,2116,533,19,2986,3057,3307,3337,2969,3074,2907,1890,785,197,7,68483,70111,75844,76546,68091,70519,66683,43361,18016,4539,164,25420,26024,28152,28412,25274,26175,24751,16095,6687,1685,61
2022-01-03,5825360,49881721,772518,244653837,89004,493754.0,834667.0,1460499.0,1318558.0,1073679.0,908878.0,577963.0,278376.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,94076,96312,104187,105152,93536,96872,91603,59566,24749,6236,226,10838,11096,12003,12114,10776,11160,10553,6862,2851,718,26,65000,24004,564180,208338,7915,8103,8766,8847,7870,8150,7707,5011,2082,524,19,2923,2992,3237,3267,2906,3010,2846,1850,769,193,7,68705,70338,76089,76793,68310,70747,66898,43501,18074,4554,165,25371,25974,28097,28358,25225,26125,24704,16064,6674,1681,61
2022-01-04,6144667,50069407,774760,245025667,87275,485030.0,844923.0,1490567.0,1335135.0,1094755.0,928158.0,592766.0,287960.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,94349,96591,104489,105457,93808,97153,91868,59739,24821,6254,227,10628,10880,11770,11879,10567,10944,10348,6729,2796,704,25,63834,23441,566677,208083,7773,7958,8609,8688,7729,8004,7569,4922,2045,515,18,2854,2922,3161,3190,2838,2939,2779,1807,750,189,6,69009,70649,76426,77133,68613,71060,67194,43694,18154,4574,166,25340,25942,28063,28323,25194,26093,24673,16044,6666,1679,60
2022-01-05,6621578,50297110,776577,245404695,84602,489239.0,836762.0,1459162.0,1302498.0,1064892.0,899468.0,570920.0,275113.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,94570,96818,104734,105704,94028,97381,92084,59879,24879,6268,227,10302,10547,11410,11515,10243,10608,10031,6523,2710,682,24,61975,22627,568885,207692,7547,7726,8358,8435,7503,7771,7348,4778,1985,500,18,2755,2820,3051,3079,2739,2837,2683,1744,724,182,6,69278,70924,76723,77434,68880,71337,67456,43864,18225,4592,166,25292,25893,28010,28270,25147,26044,24627,16014,6653,1676,60
2022-01-06,7197072,50553753,779736,245774919,82137,530577.0,889214.0,1528930.0,1362695.0,1116161.0,945155.0,598348.0,287843.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,94955,97212,105160,106134,94410,97777,92458,60122,24980,6294,228,10002,10240,11077,11180,9945,10299,9739,6333,2631,663,24,60260,21877,572061,207675,7338,7512,8127,8202,7296,7556,7145,4646,1930,486,17,2664,2727,2950,2977,2648,2743,2594,1686,700,176,6,69664,71320,77152,77866,69265,71735,67833,44109,18327,4617,167,25290,25891,28008,28267,25145,26042,24625,16013,6653,1676,60
2022-01-07,7926466,50795266,781091,246174355,79111,540044.0,885288.0,1496839.0,1329863.0,1088486.0,921541.0,581206.0,278768.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,95120,97381,105343,106318,94574,97947,92619,60227,25024,6305,228,9634,9863,10669,10768,9578,9920,9380,6099,2534,638,23,58134,20977,573986,207105,7079,7247,7840,7912,7038,7289,6893,4482,1862,469,17,2554,2615,2829,2855,2539,2630,2487,1617,672,169,6,69899,71560,77411,78128,69498,71976,68061,44258,18388,4633,168,25220,25820,27931,28190,25076,25970,24557,15969,6635,1671,60
2022-01-08,7823916,50928354,781358,246448593,77864,554864.0,898306.0,1509804.0,1343442.0,1102100.0,933586.0,589692.0,282474.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,95152,97414,105379,106355,94606,97980,92651,60247,25032,6307,228,9482,9707,10501,10598,9427,9764,9232,6003,2494,628,22,57282,20582,574822,206536,6975,7141,7725,7796,6935,7183,6792,4416,1835,462,16,2506,2566,2775,2801,2492,2580,2440,1587,659,166,6,70001,71664,77524,78242,69599,72081,68160,44322,18415,4640,168,25151,25749,27854,28112,25007,25899,24490,15925,6616,1667,60
2022-01-09,7959225,51083563,781597,246590388,76870,608921.0,1000683.0,1644201.0,1460152.0,1205455.0,1020536.0,651090.0,315305.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,95181,97444,105411,106387,94635,98010,92679,60266,25040,6309,229,9361,9583,10367,10463,9307,9639,9115,5927,2462,620,22,56583,20287,575329,206268,6890,7054,7631,7701,6851,7095,6709,4362,1812,456,16,2470,2529,2736,2761,2456,2543,2405,1564,649,163,5,70062,71728,77592,78311,69660,72145,68220,44361,18432,4644,168,25119,25716,27818,28076,24974,25865,24458,15904,6608,1665,60
2022-01-10,9638024,51505948,783542,246920892,75626,640227.0,1032315.0,1642015.0,1460477.0,1209529.0,1025833.0,652256.0,314747.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,95418,97686,105674,106652,94871,98254,92910,60416,25102,6325,229,9209,9428,10199,10293,9156,9483,8967,5831,2422,610,22,55742,19884,577533,206009,6788,6949,7517,7587,6749,6989,6609,4298,1785,449,16,2421,2479,2681,2706,2407,2493,2357,1533,637,160,5,70331,72002,77890,78611,69927,72421,68482,44531,18502,4662,169,25087,25683,27783,28041,24943,25833,24427,15884,6599,1662,60
2022-01-11,9626106,51866201,785626,247259551,72845,649930.0,1039002.0,1602376.0,1430073.0,1186355.0,1004477.0,639717.0,308183.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,95672,97946,105955,106936,95123,98516,93157,60576,25169,6341,230,8870,9081,9824,9915,8820,9134,8637,5616,2333,588,21,53766,19079,579864,205762,6547,6703,7251,7318,6509,6742,6375,4145,1722,434,15,2323,2378,2573,2596,2310,2392,2262,1471,611,154,5,70615,72293,78204,78928,70210,72713,68758,44711,18577,4680,169,25057,25653,27750,28007,24913,25802,24398,15865,6592,1660,60
2022-01-12,10041845,52322004,787395,247599838,70107,760989.0,1202162.0,1784822.0,1613565.0,1354664.0,1159532.0,745645.0,360520.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,95887,98167,106193,107177,95337,98738,93367,60713,25226,6356,230,8537,8740,9455,9542,8488,8791,8313,5405,2246,565,20,51816,18291,581969,205426,6310,6460,6988,7052,6273,6497,6144,3995,1660,418,15,2227,2280,2466,2489,2214,2293,2168,1410,585,147,5,70871,72555,78488,79215,70464,72977,69008,44873,18644,4697,170,25016,25611,27705,27961,24873,25760,24358,15839,6581,1658,60
2022-01-13,10437314,52879596,788697,247936560,67536,746785.0,1181936.0,1705407.0,1543512.0,1294982.0,1102808.0,707782.0,342172.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,96046,98329,106369,107354,95495,98901,93521,60813,25267,6366,231,8224,8419,9108,9192,8177,8468,8008,5207,2163,545,19,49984,17552,583724,204973,6086,6231,6741,6803,6052,6267,5926,3854,1601,403,14,2137,2188,2367,2389,2125,2200,2081,1353,562,141,5,71085,72774,78725,79454,70677,73198,69216,45008,18700,4712,171,24961,25554,27644,27900,24818,25703,24305,15804,6566,1654,60
2022-01-14,10825501,53349300,790032,248315034,64759,753680.0,1174754.0,1637367.0,1491372.0,1250837.0,1063818.0,683422.0,329222.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,96209,98495,106549,107535,95657,99068,93679,60916,25310,6377,231,7886,8073,8733,8814,7841,8120,7678,4993,2074,522,18,48002,16757,585605,204427,5845,5984,6473,6533,5812,6019,5691,3701,1537,387,14,2040,2089,2259,2280,2028,2101,1986,1292,536,135,4,71314,73009,78978,79710,70905,73433,69439,45153,18761,4727,171,24894,25486,27570,27825,24752,25634,24240,15762,6549,1650,59
2022-01-15,10620575,53652727,790465,248541629,63297,736774.0,1140782.0,1564977.0,1429746.0,1198830.0,1019613.0,653762.0,314069.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,96261,98549,106607,107594,95709,99122,93731,60950,25324,6380,231,7708,7891,8536,8615,7664,7937,7505,4880,2027,510,18,46961,16336,586460,204005,5718,5854,6333,6392,5686,5888,5568,3621,1504,379,13,1989,2036,2203,2223,1977,2048,1937,1259,523,131,4,71418,73115,79094,79826,71008,73541,69540,45219,18788,4734,171,24843,25433,27513,27768,24700,25581,24190,15730,6535,1646,59
2022-01-16,10554675,53959675,790771,248648130,62214,735136.0,1126205.0,1519570.0,1391377.0,1165215.0,991411.0,637472.0,306494.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,96299,98587,106648,107636,95746,99161,93767,60973,25334,6383,231,7576,7756,8390,8468,7532,7801,7377,4797,1993,502,18,46177,16037,586939,203832,5623,5757,6227,6285,5591,5790,5475,3560,1479,372,13,1952,1999,2162,2182,1941,2011,1901,1236,513,129,4,71476,73175,79158,79891,71066,73601,69597,45256,18803,4737,171,24822,25412,27490,27744,24680,25560,24169,15716,6530,1645,59
2022-01-17,11235250,54833378,792395,248864353,61504,681687.0,1036591.0,1361167.0,1247405.0,1045969.0,888885.0,574856.0,277619.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,96496,98790,106867,107857,95943,99365,93959,61098,25386,6396,232,7489,7667,8294,8371,7446,7712,7292,4742,1970,496,18,45690,15814,588656,203739,5564,5696,6162,6219,5532,5729,5417,3522,1463,368,13,1925,1971,2132,2152,1914,1983,1875,1219,506,127,4,71685,73389,79390,80125,71274,73816,69801,45389,18858,4751,172,24811,25400,27477,27732,24668,25548,24158,15709,6527,1644,59
2022-01-18,11293010,55523726,795146,249117251,62245,730463.0,1088017.0,1367841.0,1271829.0,1069955.0,911720.0,590104.0,283567.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,96831,99133,107239,108232,96276,99709,94286,61310,25474,6418,232,7580,7760,8394,8472,7536,7805,7380,4799,1994,502,18,46287,15958,591300,203846,5636,5770,6242,6300,5604,5804,5488,3569,1482,373,13,1943,1989,2152,2172,1932,2001,1892,1230,511,128,4,72007,73719,79746,80485,71594,74148,70114,45593,18943,4773,173,24824,25414,27492,27746,24681,25561,24171,15717,6530,1645,59
2022-01-19,11294067,56221207,796931,249366275,58308,717181.0,1055810.0,1298056.0,1219627.0,1027248.0,875580.0,570338.0,277475.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,97049,99355,107479,108475,96492,99933,94497,61448,25531,6433,233,7100,7269,7863,7936,7059,7311,6914,4495,1868,470,17,43403,14905,593219,203712,5285,5411,5853,5907,5255,5442,5146,3346,1390,350,12,1815,1858,2010,2028,1804,1869,1767,1149,477,120,4,72241,73958,80005,80746,71827,74388,70342,45741,19005,4788,173,24807,25397,27474,27728,24665,25545,24155,15707,6526,1644,59
2022-01-20,11289437,56986016,798929,249605321,56738,767067.0,1124451.0,1343700.0,1271646.0,1073001.0,918815.0,607311.0,298424.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,97292,99605,107749,108746,96734,100184,94734,61602,25595,6449,234,6909,7073,7652,7722,6869,7114,6727,4374,1817,458,16,42275,14463,595277,203652,5148,5270,5701,5754,5118,5301,5012,3259,1354,341,12,1761,1803,1950,1968,1751,1813,1714,1115,463,116,4,72492,74215,80283,81026,72076,74646,70586,45899,19071,4805,174,24800,25389,27465,27720,24658,25537,24148,15702,6524,1643,59
2022-01-21,11210077,57853874,801406,249880701,54401,892161.0,1338296.0,1614214.0,1551269.0,1311897.0,1139075.0,785542.0,396854.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,97594,99913,108083,109084,97034,100494,95028,61793,25674,6469,234,6624,6782,7336,7404,6586,6821,6450,4194,1742,439,15,40578,13823,597781,203625,4941,5058,5472,5523,4913,5088,4811,3128,1300,327,11,1683,1723,1864,1881,1673,1733,1639,1065,442,111,4,72797,74527,80620,81367,72379,74960,70883,46092,19151,4825,175,24797,25386,27462,27716,24654,25534,24145,15700,6523,1643,59
2022-01-22,10652611,58303072,802275,250052515,53614,794807.0,1174016.0,1387844.0,1337377.0,1131519.0,976115.0,663943.0,332017.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,97700,100022,108200,109202,97139,100603,95131,61860,25702,6476,235,6529,6684,7230,7297,6491,6723,6357,4133,1717,432,15,40019,13595,598841,203434,4873,4989,5397,5447,4845,5018,4745,3085,1282,323,11,1655,1694,1833,1850,1646,1704,1612,1048,435,109,3,72926,74659,80763,81511,72507,75093,71008,46174,19185,4834,175,24773,25362,27436,27690,24631,25510,24122,15686,6517,1642,59
2022-01-23,10530086,58672930,802874,250143704,53026,771188.0,1120409.0,1299103.0,1266493.0,1069150.0,923477.0,629882.0,315102.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,97773,100096,108281,109283,97212,100679,95202,61906,25721,6481,235,6457,6610,7151,7217,6420,6649,6287,4088,1698,428,15,39594,13432,599506,203368,4821,4936,5339,5389,4794,4965,4694,3052,1268,319,11,1635,1674,1811,1828,1626,1684,1592,1035,430,108,3,73007,74742,80853,81602,72588,75177,71087,46225,19206,4839,175,24765,25354,27427,27681,24623,25502,24114,15681,6515,1641,59
2022-01-24,11011495,59908451,804676,250346881,51984,781034.0,1116052.0,1278874.0,1264007.0,1068254.0,925937.0,636897.0,320678.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,97992,100321,108524,109529,97430,100905,95416,62045,25779,6495,235,6330,6481,7010,7075,6294,6518,6164,4008,1665,419,15,38848,13136,601340,203336,4730,4843,5239,5287,4703,4871,4606,2995,1244,313,11,1599,1637,1771,1788,1590,1647,1557,1012,420,106,3,73230,74971,81100,81851,72810,75407,71305,46367,19265,4854,176,24762,25350,27423,27677,24619,25497,24111,15678,6514,1641,59
2022-01-25,10201482,60700379,807765,250550013,50956,784799.0,1119067.0,1275877.0,1267519.0,1072464.0,932688.0,645854.0,326899.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,98368,100706,108940,109949,97804,101292,95782,62283,25878,6520,236,6205,6352,6872,6935,6169,6389,6042,3929,1632,411,14,38110,12846,604138,203627,4640,4751,5139,5187,4614,4778,4518,2938,1220,307,11,1564,1601,1732,1748,1555,1610,1523,990,411,103,3,73571,75319,81478,82232,73149,75757,71637,46583,19354,4876,177,24797,25386,27462,27716,24655,25534,24145,15700,6523,1643,59
