date,I,R,D,V,H,I_0-9,I_10-19,I_20-29,I_30-39,I_40-49,I_50-59,I_60-69,I_70-79,N_0-9,N_10-19,N_20-29,N_30-39,N_40-49,N_50-59,N_60-69,N_70-79,N_80-89,N_90-99,N_100+,D_0-9,D_10-19,D_20-29,D_30-39,D_40-49,D_50-59,D_60-69,D_70-79,D_80-89,D_90-99,D_100+,H_0-9,H_10-19,H_20-29,H_30-39,H_40-49,H_50-59,H_60-69,H_70-79,H_80-89,H_90-99,H_100+,H_vac,H_unvac,D_vac,D_unvac,H_vac_0-9,H_vac_10-19,H_vac_20-29,H_vac_30-39,H_vac_40-49,H_vac_50-59,H_vac_60-69,H_vac_70-79,H_vac_80-89,H_vac_90-99,H_vac_100+,H_unvac_0-9,H_unvac_10-19,H_unvac_20-29,H_unvac_30-39,H_unvac_40-49,H_unvac_50-59,H_unvac_60-69,H_unvac_70-79,H_unvac_80-89,H_unvac_90-99,H_unvac_100+,D_vac_0-9,D_vac_10-19,D_vac_20-29,D_vac_30-39,D_vac_40-49,D_vac_50-59,D_vac_60-69,D_vac_70-79,D_vac_80-89,D_vac_90-99,D_vac_100+,D_unvac_0-9,D_unvac_10-19,D_unvac_20-29,D_unvac_30-39,D_unvac_40-49,D_unvac_50-59,D_unvac_60-69,D_unvac_70-79,D_unvac_80-89,D_unvac_90-99,D_unvac_100+
2020-12-13,3003438,13294197,253207,30817,0,75981.0,176278.0,299356.0,271365.0,248207.0,238680.0,170763.0,94649.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,30835,31568,34149,34465,30658,31751,30024,19523,8112,2043,74,0,0,0,0,0,0,0,0,0,0,0,0,0,23,253184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,2,2,1,0,0,0,30832,31565,34146,34462,30655,31748,30021,19522,8111,2043,74
2020-12-14,3066564,13444501,254791,35355,0,76432.0,176644.0,297050.0,270940.0,248120.0,239206.0,171200.0,95561.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,31028,31765,34362,34681,30850,31950,30212,19646,8162,2056,74,0,0,0,0,0,0,0,0,0,0,0,0,0,26,254765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,0,0,0,31024,31762,34359,34677,30846,31947,30209,19644,8161,2056,74
2020-12-15,3074815,13635500,257164,81231,0,77189.0,177292.0,296908.0,271442.0,248301.0,239795.0,172448.0,96284.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,31317,32061,34682,35004,31137,32247,30493,19829,8238,2075,75,0,0,0,0,0,0,0,0,0,0,0,0,0,62,257102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,8,7,7,7,4,1,0,0,31309,32053,34674,34995,31129,32240,30486,19824,8236,2075,75
2020-12-16,3144789,13842160,259933,236049,0,76929.0,176959.0,293334.0,269014.0,247213.0,238855.0,171159.0,95813.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,31654,32406,35056,35381,31472,32595,30822,20042,8327,2098,76,0,0,0,0,0,0,0,0,0,0,0,0,0,183,259750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,24,24,22,22,21,14,5,1,0,31632,32383,35031,35356,31450,32572,30800,20028,8321,2096,76
2020-12-17,3178394,14056574,262637,502932,0,78317.0,179410.0,297305.0,272638.0,251538.0,243442.0,175533.0,97730.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,31983,32743,35421,35749,31800,32934,31142,20251,8414,2120,76,0,0,0,0,0,0,0,0,0,0,0,0,0,394,262243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,49,53,53,47,49,46,30,12,3,0,31935,32694,35367,35695,31752,32884,31096,20220,8401,2116,76
2020-12-18,3181218,14278694,265245,912912,0,78096.0,177906.0,293782.0,269830.0,249006.0,241560.0,174402.0,97223.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,32301,33068,35772,36104,32115,33261,31452,20452,8497,2141,77,0,0,0,0,0,0,0,0,0,0,0,0,0,722,264523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,90,97,98,87,90,85,55,23,5,0,32213,32978,35675,36005,32028,33170,31366,20396,8474,2135,77
2020-12-19,3145272,14481520,267567,1091771,0,77466.0,176511.0,292576.0,269141.0,248870.0,241112.0,174028.0,97072.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,32583,33358,36085,36420,32397,33552,31727,20631,8572,2159,78,0,0,0,0,0,0,0,0,0,0,0,0,0,872,266695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,108,117,118,105,109,103,67,27,7,0,32477,33249,35968,36301,32291,33443,31623,20563,8544,2152,78
2020-12-20,3137601,14655601,269145,1195803,0,75933.0,172044.0,284899.0,263215.0,243186.0,236324.0,171185.0,95595.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,32776,33555,36298,36634,32588,33750,31914,20752,8622,2172,78,0,0,0,0,0,0,0,0,0,0,0,0,0,960,268185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,119,129,130,116,120,113,74,30,7,0,32659,33435,36169,36504,32471,33629,31800,20678,8591,2164,78
2020-12-21,3133887,14836926,271146,1573659,0,75775.0,171384.0,284188.0,263806.0,243602.0,236875.0,172300.0,96355.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,33019,33804,36568,36907,32830,34001,32151,20907,8686,2188,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,269873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,158,171,173,154,159,150,98,40,10,0,32864,33645,36396,36734,32676,33841,32000,20808,8646,2178,79
2020-12-22,3119998,15062544,273670,2014259,0,88483.0,212017.0,359382.0,332650.0,311650.0,309842.0,229496.0,129174.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,33327,34119,36909,37250,33136,34317,32451,21101,8767,2209,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,272025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,205,221,223,199,206,195,126,52,13,0,33126,33914,36687,37026,32936,34111,32255,20974,8714,2195,79
2020-12-23,3148879,15280716,277024,2577364,0,80123.0,186285.0,312327.0,290712.0,271483.0,268234.0,197676.0,110754.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,33735,34537,37361,37707,33542,34738,32848,21360,8875,2236,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,274893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,265,287,290,258,267,252,164,68,17,0,33476,34271,37074,37417,33284,34471,32596,21196,8806,2219,80
2020-12-24,3117880,15485827,279705,2769229,0,79128.0,182480.0,306610.0,286886.0,267880.0,265028.0,195364.0,109332.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,34062,34871,37722,38072,33866,35074,33166,21567,8961,2257,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2312,277393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,288,311,314,279,289,274,178,74,18,0,33780,34583,37411,37757,33586,34784,32892,21388,8886,2239,81
2020-12-25,2986520,15729217,282878,2781758,0,75981.0,175531.0,296255.0,277179.0,258725.0,256118.0,188925.0,105988.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,34448,35267,38150,38504,34250,35472,33542,21811,9062,2283,82,0,0,0,0,0,0,0,0,0,0,0,0,0,2348,280530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,292,316,319,284,294,278,181,75,18,0,34162,34974,37834,38184,33966,35177,33264,21630,8987,2264,82
2020-12-26,2911324,15941975,285255,2920352,0,73771.0,171252.0,288938.0,270703.0,253677.0,252551.0,186622.0,104659.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,34738,35563,38471,38827,34538,35770,33824,21995,9138,2302,83,0,0,0,0,0,0,0,0,0,0,0,0,0,2486,282769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,309,335,338,301,311,294,191,79,20,0,34435,35253,38136,38489,34237,35458,33529,21803,9059,2282,82
2020-12-27,2893610,16119805,287276,3013571,0,71373.0,166313.0,281849.0,264747.0,248334.0,247194.0,183110.0,103082.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,34984,35815,38744,39102,34783,36023,34064,22150,9203,2318,84,0,0,0,0,0,0,0,0,0,0,0,0,0,2584,284692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,322,348,351,312,324,306,199,82,20,0,34669,35493,38395,38751,34470,35699,33757,21951,9120,2298,83
2020-12-28,2892943,16315435,289272,3592944,0,72666.0,169248.0,289596.0,272221.0,255680.0,253991.0,187792.0,105643.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,35227,36064,39013,39374,35025,36274,34301,22304,9267,2335,84,0,0,0,0,0,0,0,0,0,0,0,0,0,3102,286170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,386,418,422,375,388,367,239,99,25,0,34849,35677,38594,38952,34649,35885,33933,22065,9168,2310,83
2020-12-29,2932352,16512875,291996,4298399,0,72370.0,168963.0,292835.0,274654.0,257305.0,256725.0,189580.0,106711.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,35558,36404,39380,39745,35354,36615,34624,22514,9354,2357,85,0,0,0,0,0,0,0,0,0,0,0,0,0,3746,288250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,467,505,509,453,469,444,288,120,30,1,35102,35937,38875,39235,34901,36146,34179,22225,9234,2326,84
2020-12-30,2952254,16749912,295370,5122849,0,74940.0,175795.0,307758.0,289669.0,269576.0,268724.0,198633.0,112260.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,35969,36824,39835,40204,35763,37038,35024,22774,9462,2384,86,0,0,0,0,0,0,0,0,0,0,0,0,0,4516,290854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,563,609,614,546,566,535,348,144,36,1,35419,36261,39226,39589,35216,36472,34488,22426,9318,2347,85
2020-12-31,2926590,16992440,298686,5535575,0,84159.0,201797.0,349522.0,328444.0,306920.0,304190.0,227398.0,128623.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,36373,37238,40282,40655,36164,37454,35417,23030,9569,2411,87,0,0,0,0,0,0,0,0,0,0,0,0,0,4935,293751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,615,665,671,597,618,585,380,158,39,1,35772,36622,39617,39984,35567,36835,34832,22650,9411,2371,86
2021-01-01,2911970,17226176,301620,5645916,0,76002.0,181372.0,317429.0,298810.0,278392.0,276486.0,206204.0,117133.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,36730,37603,40678,41055,36520,37822,35765,23256,9663,2434,88,0,0,0,0,0,0,0,0,0,0,0,0,0,5083,296537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,633,685,691,615,637,602,391,162,41,1,36111,36970,39993,40363,35904,37185,35162,22864,9500,2393,86
2021-01-02,2935686,17426484,304273,5902444,0,79263.0,187300.0,328946.0,309393.0,286391.0,284041.0,211658.0,120598.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,37053,37934,41036,41416,36841,38155,36079,23461,9748,2456,89,0,0,0,0,0,0,0,0,0,0,0,0,0,5361,298912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,668,723,729,649,672,635,413,171,43,1,36401,37266,40313,40686,36192,37483,35444,23048,9576,2412,87
2021-01-03,2934626,17609843,306334,6034906,0,78381.0,186923.0,328061.0,308140.0,285063.0,282777.0,210414.0,119982.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,37304,38191,41314,41696,37090,38413,36324,23620,9814,2472,89,0,0,0,0,0,0,0,0,0,0,0,0,0,5518,300816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,687,744,751,668,691,654,425,176,44,1,36633,37503,40570,40945,36422,37721,35669,23194,9637,2428,88
2021-01-04,2891524,17790328,308495,6637237,0,79800.0,191767.0,336475.0,314119.0,290965.0,288253.0,214050.0,122042.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,37568,38461,41605,41991,37352,38684,36580,23786,9883,2490,90,0,0,0,0,0,0,0,0,0,0,0,0,0,6112,302383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,762,824,831,740,766,724,471,195,49,1,36823,37699,40781,41159,36612,37918,35855,23315,9687,2440,88
2021-01-05,3004143,17986435,311377,7371823,0,80120.0,190947.0,337893.0,315605.0,289033.0,285605.0,213399.0,121790.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,37919,38820,41994,42383,37701,39046,36922,24009,9975,2513,91,0,0,0,0,0,0,0,0,0,0,0,0,0,6852,304525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,854,924,932,829,859,812,528,219,55,2,37084,37966,41070,41450,36871,38186,36109,23480,9756,2458,89
2021-01-06,3046305,18208015,314552,8205213,0,78362.0,185345.0,327630.0,303676.0,277507.0,272652.0,202056.0,115731.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,38305,39216,42422,42815,38086,39444,37298,24254,10077,2539,92,0,0,0,0,0,0,0,0,0,0,0,0,0,7704,306848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,960,1039,1048,932,966,913,594,246,62,2,37367,38255,41383,41766,37153,38478,36385,23659,9830,2476,89
2021-01-07,3122363,18405861,317525,9072337,0,80686.0,190743.0,337551.0,310241.0,282873.0,277485.0,204901.0,118442.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,38667,39586,42823,43220,38445,39817,37651,24483,10172,2563,93,0,0,0,0,0,0,0,0,0,0,0,0,0,8599,308926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,1072,1159,1170,1041,1078,1019,663,275,69,2,37620,38514,41663,42049,37404,38738,36631,23820,9897,2493,90
2021-01-08,3277093,18560799,319711,9920153,0,84071.0,200553.0,357423.0,326219.0,297702.0,293105.0,215172.0,122746.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,38934,39859,43118,43517,38710,40091,37910,24651,10242,2580,93,0,0,0,0,0,0,0,0,0,0,0,0,0,9467,310244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,1180,1276,1288,1146,1187,1122,729,303,76,2,37781,38679,41841,42229,37564,38904,36787,23921,9939,2504,90
2021-01-09,3343487,18707049,321327,10291284,0,86851.0,205222.0,362347.0,330665.0,300079.0,294087.0,215940.0,123845.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,39130,40060,43336,43737,38906,40293,38102,24776,10294,2593,94,0,0,0,0,0,0,0,0,0,0,0,0,0,9871,311456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,1230,1331,1343,1195,1237,1170,761,316,79,2,37928,38830,42005,42394,37711,39056,36931,24015,9978,2514,91
2021-01-10,3377866,18860232,323194,10468406,0,85782.0,202565.0,356023.0,323521.0,294467.0,288799.0,212450.0,122068.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,39358,40293,43588,43991,39132,40527,38323,24920,10354,2608,94,0,0,0,0,0,0,0,0,0,0,0,0,0,10099,313095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,1259,1362,1374,1222,1266,1197,778,323,81,2,38128,39034,42226,42617,37909,39261,37125,24141,10030,2527,91
2021-01-11,3384934,19034305,325412,11191857,0,89933.0,211760.0,369389.0,333552.0,303182.0,298340.0,218871.0,125568.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,39628,40570,43887,44293,39400,40806,38586,25091,10425,2626,95,0,0,0,0,0,0,0,0,0,0,0,0,0,10871,314541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,1355,1466,1479,1316,1363,1289,838,348,87,3,38304,39214,42421,42814,38084,39442,37297,24253,10077,2539,92
2021-01-12,3407343,19239766,328738,12110244,0,92917.0,222117.0,388588.0,348294.0,317284.0,312722.0,230645.0,133226.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,40033,40984,44335,44746,39803,41223,38980,25347,10531,2653,96,0,0,0,0,0,0,0,0,0,0,0,0,0,11883,316855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,1481,1602,1617,1438,1490,1409,916,380,95,3,38586,39503,42733,43129,38364,39733,37571,24431,10151,2557,92
2021-01-13,3404334,19470966,332449,13141219,0,91718.0,216948.0,373846.0,333514.0,304406.0,299773.0,220844.0,127018.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,40485,41447,44836,45251,40252,41688,39420,25634,10650,2683,97,0,0,0,0,0,0,0,0,0,0,0,0,0,13041,319408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,1625,1758,1775,1579,1635,1546,1005,417,105,3,38897,39821,43077,43476,38673,40053,37874,24628,10232,2578,93
2021-01-14,3393785,19694998,336170,14298890,0,88331.0,205529.0,355398.0,314915.0,285812.0,282949.0,206341.0,119191.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,40938,41911,45338,45758,40703,42155,39862,25920,10769,2713,98,0,0,0,0,0,0,0,0,0,0,0,0,0,14348,321822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747,1788,1935,1952,1737,1799,1701,1106,459,115,4,39191,40122,43403,43805,38966,40355,38160,24814,10310,2597,94
2021-01-15,3422415,19916572,339160,15418728,0,92763.0,214908.0,368976.0,325621.0,295769.0,293903.0,214447.0,124032.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,41302,42284,45741,46165,41065,42530,40216,26151,10865,2737,99,0,0,0,0,0,0,0,0,0,0,0,0,0,15610,323550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,1946,2105,2124,1890,1957,1850,1203,500,126,4,39401,40338,43636,44040,39175,40572,38365,24947,10365,2611,94
2021-01-16,3379619,20139371,341492,15985380,0,91369.0,212951.0,367022.0,325729.0,297667.0,297109.0,216728.0,123813.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,41586,42574,46056,46482,41347,42822,40493,26331,10940,2756,100,0,0,0,0,0,0,0,0,0,0,0,0,0,16295,325197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,2031,2197,2218,1973,2043,1932,1256,522,131,4,39602,40543,43858,44264,39374,40779,38560,25074,10418,2625,95
2021-01-17,3327121,20341920,343507,16241678,0,92057.0,211720.0,361149.0,318819.0,291468.0,291334.0,212401.0,121386.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,41831,42826,46327,46756,41591,43075,40732,26486,11005,2772,100,0,0,0,0,0,0,0,0,0,0,0,0,0,16654,326853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,2076,2246,2266,2016,2088,1974,1284,533,134,4,39803,40749,44081,44489,39575,40986,38757,25202,10471,2638,95
2021-01-18,3273251,20511886,345544,16884015,0,91619.0,209728.0,359701.0,320040.0,295041.0,296258.0,215595.0,122760.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,42079,43080,46602,47034,41838,43330,40973,26643,11070,2789,101,0,0,0,0,0,0,0,0,0,0,0,0,0,17415,328129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120,2171,2348,2370,2108,2183,2065,1342,557,140,5,39959,40908,44253,44663,39729,41146,38908,25300,10512,2648,96
2021-01-19,3179098,20751232,348991,17853419,0,89271.0,202631.0,347175.0,309321.0,286014.0,288667.0,208001.0,118422.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,42499,43509,47067,47503,42255,43762,41382,26909,11180,2817,102,0,0,0,0,0,0,0,0,0,0,0,0,0,18599,330392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,2318,2508,2531,2251,2332,2205,1434,595,150,5,40234,41191,44559,44971,40003,41430,39176,25475,10584,2667,96
2021-01-20,3146313,21002776,352800,19011768,0,87875.0,197597.0,336607.0,301904.0,280165.0,283731.0,204303.0,116043.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,42963,43984,47581,48021,42717,44240,41834,27203,11302,2847,103,0,0,0,0,0,0,0,0,0,0,0,0,0,20022,332778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,2496,2700,2725,2424,2510,2374,1543,641,161,5,40525,41488,44880,45296,40292,41729,39459,25659,10661,2686,97
2021-01-21,3065520,21265500,356717,20344625,0,90349.0,203045.0,345493.0,311453.0,290549.0,295227.0,212653.0,119764.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,43440,44473,48109,48554,43191,44731,42298,27505,11428,2879,104,0,0,0,0,0,0,0,0,0,0,0,0,0,21663,335054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638,2700,2921,2948,2622,2716,2568,1670,694,174,6,40802,41772,45187,45606,40568,42015,39729,25834,10734,2704,98
2021-01-22,2967141,21551696,360415,21745854,0,88903.0,198786.0,335108.0,303489.0,284711.0,291755.0,210482.0,117884.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,43890,44934,48608,49058,43639,45195,42737,27790,11546,2909,105,0,0,0,0,0,0,0,0,0,0,0,0,0,23395,337020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2849,2916,3155,3184,2832,2933,2774,1803,749,188,6,41041,42017,45452,45873,40806,42261,39962,25986,10797,2720,98
2021-01-23,2850334,21801116,363705,22487737,0,88706.0,199355.0,335572.0,303577.0,285170.0,293988.0,212040.0,118234.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,44291,45344,49051,49506,44037,45608,43127,28044,11652,2935,106,0,0,0,0,0,0,0,0,0,0,0,0,0,24414,339291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2973,3043,3292,3323,2956,3061,2894,1882,782,197,7,41318,42300,45759,46182,41081,42546,40232,26161,10869,2738,99
2021-01-24,2749997,22019607,366216,22793790,0,87138.0,196714.0,332111.0,300259.0,282415.0,293226.0,212177.0,118192.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,44597,45657,49390,49847,44341,45922,43424,28237,11732,2956,107,0,0,0,0,0,0,0,0,0,0,0,0,0,24917,341299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3034,3106,3360,3391,3016,3124,2954,1921,798,201,7,41562,42550,46029,46456,41324,42798,40470,26316,10934,2755,100
2021-01-25,2671722,22219423,368759,23654210,0,88059.0,199342.0,334787.0,301312.0,283113.0,294814.0,212971.0,118493.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,44907,45974,49733,50193,44649,46241,43726,28433,11814,2976,108,0,0,0,0,0,0,0,0,0,0,0,0,0,26038,342721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3170,3246,3511,3544,3152,3265,3087,2007,834,210,7,41736,42728,46221,46649,41496,42976,40638,26426,10979,2766,100
2021-01-26,2613765,22433266,372314,24708274,0,97873.0,236879.0,389448.0,342857.0,321899.0,335686.0,244881.0,136875.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,45339,46417,50212,50677,45079,46687,44147,28707,11927,3005,109,0,0,0,0,0,0,0,0,0,0,0,0,0,27460,344854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,3423,3703,3737,3324,3443,3256,2117,879,221,8,41995,42994,46509,46940,41754,43244,40891,26590,11048,2783,101
2021-01-27,2554323,22654283,376335,25957991,0,95503.0,221979.0,363311.0,322678.0,301583.0,315128.0,228263.0,126982.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,45829,46918,50755,51225,45566,47191,44624,29017,12056,3037,110,0,0,0,0,0,0,0,0,0,0,0,0,0,29161,347174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3551,3635,3932,3969,3530,3656,3457,2248,934,235,8,42278,43283,46822,47255,42035,43535,41166,26769,11122,2802,101
2021-01-28,2485680,22871533,379978,27326906,0,96207.0,224625.0,364690.0,322889.0,302443.0,315948.0,228619.0,127009.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,46273,47373,51246,51721,46007,47648,45056,29298,12173,3067,111,0,0,0,0,0,0,0,0,0,0,0,0,0,30996,348982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3774,3864,4180,4219,3753,3886,3675,2389,993,250,9,42498,43508,47066,47502,42254,43761,41381,26908,11180,2817,102
2021-01-29,2418591,23105260,383321,28699172,0,98711.0,226677.0,372339.0,331147.0,306915.0,320325.0,231366.0,127236.0,40795692,41765338,45180252,45598625,40561654,42008241,39723180,25830576,10732464,2704216,98160,46680,47789,51697,52176,46412,48067,45453,29556,12280,3094,112,0,0,0,0,0,0,0,0,0,0,0,0,0,32838,350483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3998,4094,4428,4469,3976,4117,3893,2532,1052,265,9,42681,43695,47268,47706,42436,43949,41559,27024,11228,2829,102
